fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1904000000,299000000,7798000000,278000000,1.076,0.038,0.043,0.017,0.039
2022-06-30,1767000000,311000000,7641000000,279000000,1.115,0.041,0.139,0.525,0.557
2022-03-31,1825000000,225000000,7625000000,280000000,0.804,0.03,0.356,1.961,2.024
2021-12-31,1789000000,66000000,7641000000,282000000,0.234,0.009,0.069,-0.687,-0.681
2021-09-30,1826000000,294000000,7856000000,284000000,1.035,0.037,0.586,0.589,0.623
2021-06-30,1551000000,204000000,7728000000,285000000,0.716,0.026,0.063,-0.441,-0.433
2021-03-31,1346000000,76000000,7840000000,286000000,0.266,0.01,-0.03,-0.818,-0.817
2020-12-31,1673000000,211000000,7728000000,288000000,0.733,0.027,0.05,-0.39,-0.384
2020-09-30,1151000000,185000000,8075000000,290000000,0.638,0.023,-0.146,-0.783,-0.781
2020-06-30,1459000000,365000000,7782000000,289000000,1.263,0.047,0.207,-0.743,-0.737
2020-03-31,1387000000,418000000,7461000000,288000000,1.451,0.056,,,
2019-12-31,1593000000,346000000,7237000000,291000000,1.189,0.048,,,
2019-09-30,1348000000,854000000,7158000000,293000000,2.915,0.119,,,
2019-06-30,1209000000,1421000000,6485000000,296000000,4.801,0.219,,,
2022-03-31,6991000000,789000000,7625000000,280000000,2.818,0.103,0.242,-0.057,-0.037
2021-03-31,5629000000,837000000,7840000000,286000000,2.927,0.107,0.017,-0.725,-0.723
2020-03-31,5537000000,3039000000,7461000000,288000000,10.552,0.407,0.119,1.982,2.086
2019-03-31,4950000000,1019000000,5331000000,298000000,3.419,0.191,,,
