fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2101900000,262500000,3971200000,92800000,2.829,0.066,0.067,0.047,0.064
2022-06-30,2204700000,301500000,3964500000,92900000,3.245,0.076,0.194,0.454,0.475
2022-03-31,2103900000,254200000,3779300000,92900000,2.736,0.067,0.189,0.527,0.548
2021-12-31,1895300000,216500000,3607200000,93800000,2.308,0.06,0.106,0.753,0.764
2021-09-30,1969800000,250700000,3608300000,94300000,2.659,0.069,0.184,0.802,0.8
2021-06-30,1846000000,207300000,3444300000,94200000,2.201,0.06,0.221,2.656,2.648
2021-03-31,1769000000,166500000,3331200000,94200000,1.768,0.05,0.051,0.175,0.171
2020-12-31,1714200000,123500000,3246300000,94400000,1.308,0.038,-0.003,-0.093,-0.099
2020-09-30,1663800000,139100000,3205400000,94200000,1.477,0.043,-0.032,-0.226,-0.229
2020-06-30,1511500000,56700000,3133100000,94000000,0.603,0.018,-0.128,-0.707,-0.708
2020-03-31,1683100000,141700000,3149900000,93900000,1.509,0.045,,,
2019-12-31,1720000000,136200000,3071000000,93800000,1.452,0.044,,,
2019-09-30,1719600000,179800000,3034700000,93900000,1.915,0.059,,,
2019-06-30,1733000000,193600000,2921200000,93800000,2.064,0.066,,,
2021-12-31,7482900000,841100000,3607200000,93800000,8.967,0.233,0.144,0.825,0.836
2020-12-31,6538200000,461000000,3246300000,94400000,4.883,0.142,-0.037,-0.338,-0.342
2019-12-31,6788300000,696400000,3071000000,93800000,7.424,0.227,-0.029,-0.056,-0.057
2018-12-31,6988800000,738000000,2672400000,93700000,7.876,0.276,,,
