fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,498902000,220719000,3250571000,133918037,1.648,0.068,0.209,0.172,0.171
2022-06-30,474988000,232130000,3202120000,133900184,1.734,0.072,0.254,0.382,0.381
2022-03-31,443562000,203579000,3210215000,134251076,1.516,0.063,0.236,0.003,-0.001
2021-12-31,427383000,268427000,3116496000,133922305,2.004,0.086,0.209,0.72,0.687
2021-09-30,412492000,188276000,2991762000,133819163,1.407,0.063,0.203,0.642,0.584
2021-06-30,378630000,167948000,2968088000,133791109,1.255,0.057,0.157,0.632,0.574
2021-03-31,358857000,202998000,2921969000,133692662,1.518,0.069,0.079,0.877,0.811
2020-12-31,353490000,156056000,2547779000,131357961,1.188,0.061,0.053,0.39,0.371
2020-09-30,343024000,114633000,2389284000,129094900,0.888,0.048,0.016,0.061,0.063
2020-06-30,327246000,102911000,2375690000,129069555,0.797,0.043,0.011,-0.018,-0.023
2020-03-31,332452000,108179000,2398119000,129038907,0.838,0.045,,,
2019-12-31,335801000,112282000,2539961000,129534407,0.867,0.044,,,
2019-09-30,337505000,108087000,2522714000,129410093,0.835,0.043,,,
2019-06-30,323602000,104828000,2442209000,128513095,0.816,0.043,,,
2021-12-31,1577362000,827649000,3116496000,133922305,6.18,0.266,0.163,0.718,0.685
2020-12-31,1356212000,481779000,2547779000,131357961,3.668,0.189,0.036,0.147,0.131
2019-12-31,1308454000,419967000,2539961000,129534407,3.242,0.165,0.093,0.011,-0.008
2018-12-31,1196604000,415289000,2413724000,127103750,3.267,0.172,,,
