fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,2307000000,403000000,19243000000,785000000,0.513,0.021,0.08,-0.285,-0.293
2022-09-30,1755000000,435000000,18808000000,782000000,0.556,0.023,-0.141,-0.319,-0.323
2022-06-30,1617000000,280000000,18248000000,782000000,0.358,0.015,-0.292,-0.68,-0.682
2022-03-31,1741000000,395000000,17831000000,780000000,0.506,0.022,-0.225,-0.362,-0.366
2021-12-31,2136000000,564000000,17599000000,777000000,0.726,0.032,-0.104,0.108,0.099
2021-09-30,2043000000,639000000,16950000000,778000000,0.821,0.038,0.078,0.058,0.05
2021-06-30,2285000000,876000000,16286000000,777000000,1.127,0.054,0.197,0.51,0.499
2021-03-31,2247000000,619000000,15331000000,775000000,0.799,0.04,0.273,0.226,0.216
2020-12-31,2385000000,509000000,15037000000,771000000,0.66,0.034,0.201,-0.03,-0.032
2020-09-30,1896000000,604000000,14382000000,772000000,0.782,0.042,0.506,1.961,1.942
2020-06-30,1909000000,580000000,13682000000,771000000,0.752,0.042,,,
2020-03-31,1765000000,505000000,13021000000,769000000,0.657,0.039,,,
2019-12-31,1986000000,525000000,12805000000,770000000,0.682,0.041,,,
2019-09-30,1259000000,204000000,12235000000,767000000,0.266,0.017,,,
2022-12-31,7420000000,1513000000,19243000000,785000000,1.927,0.079,-0.147,-0.439,-0.445
2021-12-31,8695000000,2699000000,17599000000,777000000,3.474,0.153,0.093,0.228,0.219
2020-12-31,7956000000,2197000000,15037000000,771000000,2.85,0.146,0.243,0.462,0.46
2019-12-31,6399000000,1503000000,12805000000,770000000,1.952,0.117,,,
