fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,5377494000,882231000,8914098000,225840443,3.906,0.099,0.182,0.33,0.468
2022-09-30,3943816000,627928000,8164003000,230967000,2.719,0.077,0.134,0.32,0.476
2022-06-30,3926186000,652435000,7745216000,236328000,2.761,0.084,0.169,0.296,0.437
2022-03-31,3187615000,454723000,7413264000,245796000,1.85,0.061,0.168,0.495,0.615
2021-12-31,4547887000,663265000,7489515000,249325873,2.66,0.089,0.425,0.514,0.618
2021-09-30,3479050000,475549000,7141752000,258147000,1.842,0.067,0.177,0.142,0.187
2021-06-30,3359484000,503399000,6958468000,262099000,1.921,0.072,0.295,0.444,0.478
2021-03-31,2729791000,304107000,6685274000,265407000,1.146,0.045,0.189,0.493,0.519
2020-12-31,3192363000,438111000,6569989000,266464063,1.644,0.067,0.058,0.305,0.323
2020-09-30,2954957000,416398000,6240015000,268363000,1.552,0.067,0.09,0.525,0.551
2020-06-30,2593781000,348620000,5851668000,268324000,1.299,0.06,,,
2020-03-31,2294980000,203711000,5530391000,270000000,0.754,0.037,,,
2019-12-31,3016913000,335798000,5458180000,270235297,1.243,0.062,,,
2019-09-30,2710365000,273104000,5181592000,272992000,1.0,0.053,,,
2022-12-31,16435111000,2617317000,8914098000,225840443,11.589,0.294,0.164,0.345,0.485
2021-12-31,14116211000,1946320000,7489515000,249325873,7.806,0.26,0.279,0.383,0.479
2020-12-31,11036081000,1406839000,6569989000,266464063,5.28,0.214,0.081,0.384,0.403
2019-12-31,10212956000,1016700000,5458180000,270235297,3.762,0.186,,,
