fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2547800000,7300000,4098900000,52891708,0.138,0.002,-0.034,-0.992,-0.991
2022-06-30,2509700000,52200000,4459700000,53261408,0.98,0.012,-0.013,-0.746,-0.717
2022-03-31,2482700000,145500000,5021100000,54536071,2.668,0.029,0.021,-0.107,-0.007
2021-12-31,2574900000,131500000,5464100000,55754113,2.359,0.024,0.065,-0.055,-0.018
2021-09-30,2637800000,879800000,5744400000,57554166,15.286,0.153,0.11,30.132,30.903
2021-06-30,2542300000,205800000,5908400000,59457886,3.461,0.035,0.081,0.156,0.158
2021-03-31,2432600000,163000000,5822200000,60651262,2.687,0.028,-0.007,0.054,0.037
2020-12-31,2418100000,139200000,5951400000,57967808,2.401,0.023,-0.072,0.091,0.128
2020-09-30,2376700000,-30200000,5936400000,59076751,-0.511,-0.005,-0.049,0.449,0.433
2020-06-30,2352000000,178100000,5967800000,59571651,2.99,0.03,-0.076,0.236,0.27
2020-03-31,2448700000,154700000,5370000000,59707563,2.591,0.029,,,
2019-12-31,2606400000,127600000,5652800000,59945893,2.129,0.023,,,
2019-09-30,2499300000,-54800000,5658600000,60758742,-0.902,-0.01,,,
2019-06-30,2545500000,144100000,5730200000,61207965,2.354,0.025,,,
2021-12-31,10187600000,1372400000,5464100000,55754113,24.615,0.251,0.062,2.106,2.23
2020-12-31,9595500000,441800000,5951400000,57967808,7.621,0.074,0.003,0.155,0.194
2019-12-31,9569100000,382600000,5652800000,59945893,6.382,0.068,0.188,0.524,0.574
2018-12-31,8057600000,251000000,5112000000,61908979,4.054,0.049,,,
