fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,2985900000,297200000,3647900000,386500000,0.769,0.081,0.018,-0.17,-0.153
2022-09-30,2637700000,251800000,3404600000,390600000,0.645,0.074,0.038,0.05,0.057
2022-06-30,2735700000,229600000,3436700000,393100000,0.584,0.067,0.09,-0.128,-0.128
2022-03-31,2568500000,159400000,3487000000,394500000,0.404,0.046,0.138,0.738,0.725
2021-12-31,2932100000,357900000,3526000000,394300000,0.908,0.102,0.15,2.187,2.16
2021-09-30,2542000000,239900000,3171400000,393500000,0.61,0.076,0.196,-0.142,-0.151
2021-06-30,2509600000,263300000,3062900000,393300000,0.669,0.086,0.239,6.774,6.717
2021-03-31,2257000000,91700000,2874000000,391500000,0.234,0.032,-0.044,18.511,18.321
2020-12-31,2550000000,112300000,2895000000,390900000,0.287,0.039,-0.121,-0.659,-0.662
2020-09-30,2125500000,279700000,2722600000,389600000,0.718,0.103,-0.128,0.689,0.676
2020-06-30,2025700000,-45600000,2450400000,389400000,-0.117,-0.019,,,
2020-03-31,2359800000,4700000,2532500000,387700000,0.012,0.002,,,
2019-12-31,2901800000,328900000,2775900000,387000000,0.85,0.118,,,
2019-09-30,2438100000,165600000,2469000000,386700000,0.428,0.067,,,
2022-12-31,10927800000,938000000,3647900000,386500000,2.427,0.257,0.067,-0.016,0.004
2021-12-31,10240700000,952800000,3526000000,394300000,2.416,0.27,0.13,1.714,1.69
2020-12-31,9061000000,351100000,2895000000,390900000,0.898,0.121,-0.114,-0.465,-0.47
2019-12-31,10221300000,656000000,2775900000,387000000,1.695,0.236,,,
