fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,5926500000,1903400000,-6003400000,731100000,2.603,-0.317,-0.014,0.161,0.185
2022-09-30,5872100000,1981600000,-6566200000,734900000,2.696,-0.302,-0.053,-0.078,-0.063
2022-06-30,5718400000,1188000000,-6369800000,737500000,1.611,-0.187,-0.029,-0.465,-0.458
2022-03-31,5665600000,1104400000,-5990800000,742600000,1.487,-0.184,0.106,-0.282,-0.278
2021-12-31,6009100000,1638800000,-4601000000,745700000,2.198,-0.356,0.131,0.19,0.189
2021-09-30,6201300000,2149900000,-5675000000,747100000,2.878,-0.379,0.145,0.22,0.215
2021-06-30,5887900000,2219300000,-5808000000,746600000,2.973,-0.382,0.565,3.587,3.57
2021-03-31,5124600000,1537200000,-7235500000,745800000,2.061,-0.212,0.087,0.389,0.387
2020-12-31,5313800000,1377200000,-7824900000,745200000,1.848,-0.176,-0.007,-0.124,-0.119
2020-09-30,5418100000,1762600000,-8472100000,744500000,2.367,-0.208,-0.015,0.096,0.114
2020-06-30,3761500000,483800000,-9463100000,743800000,0.65,-0.051,,,
2020-03-31,4714400000,1106900000,-9293400000,744800000,1.486,-0.119,,,
2019-12-31,5349000000,1572200000,-8210300000,749200000,2.099,-0.191,,,
2019-09-30,5502300000,1607900000,-8599200000,756600000,2.125,-0.187,,,
2022-12-31,23182600000,6177400000,-6003400000,731100000,8.449,-1.029,-0.002,-0.181,-0.165
2021-12-31,23222900000,7545200000,-4601000000,745700000,10.118,-1.64,0.209,0.595,0.594
2020-12-31,19207800000,4730500000,-7824900000,745200000,6.348,-0.605,-0.101,-0.215,-0.211
2019-12-31,21364400000,6025400000,-8210300000,749200000,8.042,-0.734,,,
