fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1831000000,80000000,4523000000,202045000,0.396,0.018,0.211,0.27,0.251
2022-06-30,1752000000,20000000,4194000000,200955000,0.1,0.005,0.243,-0.661,-0.666
2022-03-31,1722000000,75000000,3997000000,200500000,0.374,0.019,0.266,-0.085,-0.1
2021-12-31,1614000000,26000000,3695000000,199600000,0.13,0.007,0.291,0.516,0.488
2021-09-30,1512000000,63000000,3534000000,199000000,0.317,0.018,0.312,3.9,3.804
2021-06-30,1409000000,59000000,3275000000,198100000,0.298,0.018,0.316,0.439,0.393
2021-03-31,1360000000,82000000,3037000000,197400000,0.415,0.027,0.3,0.708,0.65
2020-12-31,1250000000,17145000,2834000000,195844000,0.088,0.006,0.314,-0.971,-0.972
2020-09-30,1152000000,12858000,2674000000,195100000,0.066,0.005,0.3,-0.683,-0.694
2020-06-30,1071000000,41000000,2479000000,191800000,0.214,0.017,0.284,4.701,4.617
2020-03-31,1046000000,48000000,2266000000,190700000,0.252,0.021,,,
2019-12-31,951337000,599026000,2127000000,189461000,3.162,0.282,,,
2019-09-30,885833000,40598000,1429473000,188600000,0.215,0.028,,,
2019-06-30,833904000,-11079000,1260946000,187461809,-0.059,-0.009,,,
2021-12-31,5896000000,230000000,3695000000,199600000,1.152,0.062,0.305,0.933,0.896
2020-12-31,4519000000,119000000,2834000000,195844000,0.608,0.042,0.306,-0.81,-0.816
2019-12-31,3460000000,627000000,2127000000,189461000,3.309,0.295,0.326,24.48,23.329
2018-12-31,2608816000,-26704000,1110000000,180175355,-0.148,-0.024,,,
