fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5549000000,1624000000,46688000000,410000000,3.961,0.035,0.068,0.102,0.145
2022-06-30,5116000000,1481000000,47652000000,414000000,3.577,0.031,0.096,0.357,0.4
2022-03-31,4692000000,1408000000,49181000000,420000000,3.352,0.029,0.112,-0.225,-0.214
2021-12-31,5127000000,1344000000,55695000000,426000000,3.155,0.024,0.218,-0.077,-0.075
2021-09-30,5197000000,1474000000,56259000000,426000000,3.46,0.026,0.214,-0.038,-0.038
2021-06-30,4667000000,1091000000,54627000000,427000000,2.555,0.02,0.145,-0.702,-0.702
2021-03-31,4220000000,1816000000,53849000000,426000000,4.263,0.034,-0.027,1.0,1.014
2020-12-31,4208000000,1456000000,54010000000,427000000,3.41,0.027,0.162,0.065,0.093
2020-09-30,4281000000,1532000000,53276000000,426000000,3.596,0.029,-0.047,0.111,0.158
2020-06-30,4076000000,3655000000,52923000000,426000000,8.58,0.069,-0.082,1.684,1.841
2020-03-31,4336000000,908000000,49263000000,429000000,2.117,0.018,,,
2019-12-31,3621000000,1367000000,49314000000,438000000,3.121,0.028,,,
2019-09-30,4493000000,1379000000,49420000000,444000000,3.106,0.028,,,
2019-06-30,4439000000,1362000000,49340000000,451000000,3.02,0.028,,,
2021-12-31,19211000000,5725000000,55695000000,426000000,13.439,0.103,0.137,-0.243,-0.241
2020-12-31,16901000000,7558000000,54010000000,427000000,17.7,0.14,0.004,0.408,0.444
2019-12-31,16839000000,5369000000,49314000000,438000000,12.258,0.109,0.04,0.013,0.066
2018-12-31,16190000000,5301000000,47728000000,461000000,11.499,0.111,,,
