fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,277547000,89555000,1751154000,39232094,2.283,0.051,0.091,0.286,0.288
2022-06-30,285723000,61524000,1701770000,39160000,1.571,0.036,0.117,3.113,3.091
2022-03-31,287883000,60739000,1714376000,39263444,1.547,0.035,0.195,0.327,0.313
2021-12-31,266374000,80173000,1702989000,39319766,2.039,0.047,0.207,0.733,0.708
2021-09-30,254310000,69615000,1639365000,39273057,1.773,0.042,0.273,1.085,1.049
2021-06-30,255737000,14960000,1562971000,38955484,0.384,0.01,0.454,-0.746,-0.749
2021-03-31,240892000,45782000,1539453000,38854000,1.178,0.03,0.267,0.257,0.233
2020-12-31,220668000,46274000,1521916000,38765300,1.194,0.03,0.226,-0.613,-0.618
2020-09-30,199783000,33395000,1439285000,38601131,0.865,0.023,0.122,1.319,1.288
2020-06-30,175834000,58847000,1381192000,38453046,1.53,0.043,-0.083,2.575,2.527
2020-03-31,190194000,36432000,1291268000,38122138,0.956,0.028,,,
2019-12-31,180062000,119622000,1323348000,38282251,3.125,0.09,,,
2019-09-30,178021000,14398000,1174224000,38084292,0.378,0.012,,,
2019-06-30,191664000,16459000,1165589000,37934040,0.434,0.014,,,
2022-06-30,1094290000,272051000,1701770000,39160000,6.947,0.16,0.193,0.938,0.927
2021-06-30,917080000,140410000,1562971000,38955484,3.604,0.09,-0.371,-0.388,-0.396
2020-06-30,1458185000,229296000,1381192000,38453046,5.963,0.166,1.106,1.387,1.354
2019-06-30,692301000,96072000,1165589000,37934040,2.533,0.082,,,
