fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1189800000,223900000,4317200000,53200000,4.209,0.052,0.058,0.141,0.154
2022-06-30,1223000000,231500000,4324400000,53300000,4.343,0.054,0.047,0.113,0.128
2022-03-31,1185500000,217400000,4298300000,53400000,4.071,0.051,0.065,0.129,0.146
2021-12-31,1195200000,223700000,4181900000,53600000,4.174,0.053,0.023,0.071,0.079
2021-09-30,1125000000,196200000,4047300000,53800000,3.647,0.048,0.095,0.092,0.102
2021-06-30,1168300000,208000000,4003400000,54000000,3.852,0.052,0.444,1.055,1.071
2021-03-31,1113200000,192600000,3876000000,54200000,3.554,0.05,0.187,0.404,0.412
2020-12-31,1167800000,208900000,3824900000,54000000,3.869,0.055,0.124,0.225,0.243
2020-09-30,1027400000,179700000,3619000000,54300000,3.309,0.05,0.042,0.092,0.106
2020-06-30,808900000,101200000,3486700000,54400000,1.86,0.029,-0.219,-0.439,-0.431
2020-03-31,938100000,137200000,3331300000,54500000,2.517,0.041,,,
2019-12-31,1039100000,170600000,3409100000,54800000,3.113,0.05,,,
2019-09-30,985900000,164600000,3303800000,55000000,2.993,0.05,,,
2019-06-30,1035400000,180400000,3288100000,55200000,3.268,0.055,,,
2021-12-31,4601700000,820500000,4181900000,53600000,15.308,0.196,0.167,0.309,0.318
2020-12-31,3942200000,627000000,3824900000,54000000,11.611,0.164,-0.031,-0.096,-0.082
2019-12-31,4067700000,693500000,3409100000,54800000,12.655,0.203,-0.001,0.02,0.042
2018-12-31,4070400000,679900000,3098800000,56000000,12.141,0.219,,,
