fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2437000000,1184000000,13843000000,175631465,6.741,0.086,0.276,0.824,0.878
2022-06-30,2768000000,1416000000,13316000000,175201453,8.082,0.106,0.647,3.553,3.705
2022-03-31,2408000000,779000000,12743000000,177550589,4.387,0.061,1.034,2.541,2.609
2021-12-31,2022000000,1002000000,12088000000,177551347,5.643,0.083,1.629,2.356,2.207
2021-09-30,1910000000,649000000,11483000000,180791028,3.59,0.057,1.653,1.583,1.509
2021-06-30,1681000000,311000000,10926000000,181049191,1.718,0.028,2.955,1.13,1.113
2021-03-31,1184000000,220000000,10673000000,180984014,1.216,0.021,0.317,1.809,1.705
2020-12-31,769000000,-739000000,8794000000,158088182,-4.675,-0.084,-0.303,-0.517,-0.526
2020-09-30,720000000,-1113000000,9552000000,157849848,-7.051,-0.117,-0.262,-4.024,-4.088
2020-06-30,425000000,-2393000000,10714000000,157824088,-15.162,-0.223,-0.584,-7.857,-8.123
2020-03-31,899000000,-272000000,12826000000,157815843,-1.724,-0.021,,,
2019-12-31,1104000000,-487000000,13249000000,159002338,-3.063,-0.037,,,
2019-09-30,975000000,368000000,14050000000,161142305,2.284,0.026,,,
2019-06-30,1021000000,349000000,14004000000,163949167,2.129,0.025,,,
2021-12-31,6797000000,2182000000,12088000000,177551347,12.289,0.181,1.416,1.483,1.43
2020-12-31,2813000000,-4517000000,8794000000,158088182,-28.573,-0.514,-0.29,-19.821,-19.93
2019-12-31,3964000000,240000000,13249000000,159002338,1.509,0.018,0.822,-0.716,-0.707
2018-12-31,2176000000,846000000,13700000000,164273447,5.15,0.062,,,
