fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,34241000000,4900000000,86726000000,4202000000,1.166,0.056,0.04,-0.235,-0.246
2022-06-30,33789000000,5199000000,85362000000,4201000000,1.238,0.061,0.001,-0.104,-0.116
2022-03-31,33554000000,4580000000,83265000000,4201000000,1.09,0.055,0.021,-0.127,-0.139
2021-12-31,34067000000,4613000000,81252000000,4169000000,1.107,0.057,-0.018,0.005,-0.001
2021-09-30,32915000000,6407000000,76554000000,4142000000,1.547,0.084,0.043,0.471,0.47
2021-06-30,33764000000,5800000000,73276000000,4141000000,1.401,0.079,0.109,0.234,0.233
2021-03-31,32867000000,5245000000,70950000000,4141000000,1.267,0.074,0.04,0.262,0.261
2020-12-31,34692000000,4588000000,67507000000,4143000000,1.107,0.068,-0.002,-0.1,-0.101
2020-09-30,31543000000,4357000000,64773000000,4140000000,1.052,0.067,-0.041,-0.161,-0.162
2020-06-30,30447000000,4700000000,62460000000,4139000000,1.136,0.075,-0.051,0.192,0.191
2020-03-31,31610000000,4156000000,60061000000,4139000000,1.004,0.069,,,
2019-12-31,34775000000,5095000000,61173000000,4138000000,1.231,0.083,,,
2019-09-30,32894000000,5194000000,58724000000,4138000000,1.255,0.088,,,
2019-06-30,32071000000,3944000000,56417000000,4138000000,0.953,0.07,,,
2021-12-31,133613000000,22065000000,81252000000,4169000000,5.293,0.272,0.041,0.24,0.232
2020-12-31,128292000000,17801000000,67507000000,4143000000,4.297,0.264,-0.027,-0.076,-0.077
2019-12-31,131868000000,19265000000,61173000000,4138000000,4.656,0.315,0.008,0.241,0.24
2018-12-31,130863000000,15528000000,52792000000,4137000000,3.753,0.294,,,
