fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3157000000,515000000,7559000000,307600000,1.674,0.068,0.743,3.478,3.486
2022-06-30,2988000000,667000000,7136000000,309700000,2.154,0.093,0.87,10.137,10.072
2022-03-31,2371000000,417000000,6308000000,308900000,1.35,0.066,0.236,0.655,0.638
2021-12-31,2255000000,265000000,6300000000,309700000,0.856,0.042,0.591,3.732,3.708
2021-09-30,1811000000,115000000,5609000000,308100000,0.373,0.021,0.54,1.473,1.468
2021-06-30,1598000000,-73000000,5488000000,307500000,-0.237,-0.013,0.898,0.772,0.774
2021-03-31,1919000000,252000000,5616000000,305800000,0.824,0.045,0.402,1.104,1.103
2020-12-31,1417000000,-97000000,5366000000,307000000,-0.316,-0.018,-0.166,0.563,0.566
2020-09-30,1176000000,-243000000,5916000000,305000000,-0.797,-0.041,-0.224,-0.146,-0.137
2020-06-30,842000000,-320000000,6395000000,305000000,-1.049,-0.05,-0.504,-52.333,-51.844
2020-03-31,1369000000,-2433000000,7200000000,304000000,-8.003,-0.338,,,
2019-12-31,1699000000,-222000000,8732000000,304900000,-0.728,-0.025,,,
2019-09-30,1515000000,-212000000,8908000000,302500000,-0.701,-0.024,,,
2019-06-30,1697000000,-6000000,9294000000,302200000,-0.02,-0.001,,,
2021-12-31,7583000000,559000000,6300000000,309700000,1.805,0.089,0.578,1.181,1.179
2020-12-31,4804000000,-3093000000,5366000000,307000000,-10.075,-0.576,-0.262,-6.581,-6.529
2019-12-31,6510000000,-408000000,8732000000,304900000,-1.338,-0.047,0.007,-0.447,-0.383
2018-12-31,6466000000,-282000000,9629000000,291400000,-0.968,-0.029,,,
