fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1350300000,327000000,13857800000,106000000,3.085,0.024,-0.077,0.13,0.123
2022-06-30,1310800000,268800000,13726500000,105900000,2.538,0.02,0.102,-0.061,-0.066
2022-03-31,1526600000,2020500000,13551900000,105600000,19.134,0.149,0.109,5.991,5.952
2021-12-31,1512300000,287800000,11563800000,105500000,2.728,0.025,0.132,0.125,0.119
2021-09-30,1462800000,289500000,11342300000,105400000,2.747,0.026,0.221,0.235,0.227
2021-06-30,1189800000,286300000,11089200000,105300000,2.719,0.026,-0.036,0.306,0.296
2021-03-31,1376100000,289000000,10765700000,105000000,2.752,0.027,0.074,0.203,0.195
2020-12-31,1335600000,255800000,10479800000,104900000,2.439,0.024,0.281,-0.706,-0.709
2020-09-30,1198200000,234400000,10160900000,104700000,2.239,0.023,-0.115,-0.155,-0.161
2020-06-30,1233800000,219200000,9879700000,104500000,2.098,0.022,-0.073,-0.122,-0.127
2020-03-31,1281400000,240300000,9591300000,104300000,2.304,0.025,,,
2019-12-31,1042700000,871100000,9491900000,104100000,8.368,0.092,,,
2019-09-30,1354500000,277500000,8571300000,104000000,2.668,0.032,,,
2019-06-30,1330300000,249700000,8351000000,103900000,2.403,0.03,,,
2021-12-31,5777800000,1152600000,11563800000,105500000,10.925,0.1,0.19,0.214,0.207
2020-12-31,4854200000,949700000,10479800000,104900000,9.053,0.091,0.027,-0.463,-0.467
2019-12-31,4727700000,1767900000,9491900000,104100000,16.983,0.186,-0.089,0.872,0.859
2018-12-31,5191200000,944400000,7738500000,103400000,9.133,0.122,,,
