fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2295900000,221500000,2007300000,81120940,2.73,0.11,0.117,0.35,0.378
2022-06-30,2326200000,214500000,1936900000,81373833,2.636,0.111,0.115,0.167,0.19
2022-03-31,2349300000,198200000,1932500000,82014117,2.417,0.103,0.152,-0.054,-0.042
2021-12-31,2183200000,182700000,1924400000,82605953,2.212,0.095,0.094,-0.046,-0.04
2021-09-30,2054700000,164100000,1799200000,82833721,1.981,0.091,0.199,0.09,0.098
2021-06-30,2086000000,183800000,1703600000,82951904,2.216,0.108,0.383,1.306,1.32
2021-03-31,2039900000,209500000,1581900000,83056656,2.522,0.132,0.211,0.561,0.566
2020-12-31,1995300000,191500000,1484900000,83151174,2.303,0.129,0.125,0.178,0.182
2020-09-30,1713500000,150500000,1334600000,83451316,1.803,0.113,-0.017,0.041,0.042
2020-06-30,1508500000,79700000,1213900000,83448042,0.955,0.066,-0.151,-0.444,-0.439
2020-03-31,1683900000,134200000,1173400000,83321087,1.611,0.114,,,
2019-12-31,1772900000,162500000,1204000000,83366840,1.949,0.135,,,
2019-09-30,1742400000,144600000,1057400000,83584779,1.73,0.137,,,
2019-06-30,1776200000,143400000,1062500000,84227395,1.703,0.135,,,
2021-12-31,8408300000,740100000,1924400000,82605953,8.959,0.385,0.218,0.331,0.34
2020-12-31,6901500000,555900000,1484900000,83151174,6.685,0.374,-0.012,0.831,0.836
2019-12-31,6984600000,303600000,1204000000,83366840,3.642,0.252,-0.014,-0.35,-0.34
2018-12-31,7087100000,467400000,955100000,84723655,5.517,0.489,,,
