fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4082000000,649000000,16384000000,547006076,1.186,0.04,0.177,0.066,0.049
2022-06-30,3424000000,328000000,15971000000,546807793,0.6,0.021,0.116,0.055,0.038
2022-03-31,3751000000,380000000,15732000000,544530987,0.698,0.024,0.059,0.05,0.037
2021-12-31,3355000000,288000000,15612000000,544025269,0.529,0.018,0.138,0.0,-0.012
2021-09-30,3467000000,609000000,15171000000,538458952,1.131,0.04,0.09,0.01,-0.014
2021-06-30,3068000000,311000000,14792000000,538305927,0.578,0.021,0.186,0.084,0.057
2021-03-31,3541000000,362000000,14700000000,538076662,0.673,0.025,0.26,0.227,0.197
2020-12-31,2947000000,288000000,14575000000,537438394,0.536,0.02,0.053,-0.014,-0.037
2020-09-30,3182000000,603000000,13777000000,525452824,1.148,0.044,0.056,0.144,0.121
2020-06-30,2586000000,287000000,13385000000,525204978,0.546,0.021,0.003,0.206,0.182
2020-03-31,2811000000,295000000,13302000000,525033594,0.562,0.022,,,
2019-12-31,2798000000,292000000,13239000000,524539000,0.557,0.022,,,
2019-09-30,3013000000,527000000,13141000000,514865476,1.024,0.04,,,
2019-06-30,2577000000,238000000,12366000000,514865476,0.462,0.019,,,
2021-12-31,13431000000,1597000000,15612000000,544025269,2.936,0.102,0.165,0.084,0.071
2020-12-31,11526000000,1473000000,14575000000,537438394,2.741,0.101,-0.0,0.074,0.048
2019-12-31,11529000000,1372000000,13239000000,524539000,2.616,0.104,-0.001,0.088,0.066
2018-12-31,11537000000,1261000000,12222000000,514036787,2.453,0.103,,,
