fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3215600000,351289000,15279173000,347348749,1.011,0.023,0.322,0.232,0.22
2022-06-30,2572600000,293742000,15057215000,346411029,0.848,0.02,0.212,0.103,0.094
2022-03-31,3471310000,445326000,14836690000,344850272,1.291,0.03,0.228,0.21,0.205
2021-12-31,2481900000,308532000,14599844000,344403196,0.896,0.021,0.111,0.127,0.122
2021-09-30,2432800000,285046000,14411611000,343774324,0.829,0.02,0.038,-0.181,-0.184
2021-06-30,2122500000,266400000,14311889000,343601103,0.775,0.019,0.087,0.048,0.045
2021-03-31,2825840000,368023000,14233420000,343434298,1.072,0.026,0.19,0.093,0.071
2020-12-31,2233930000,273817000,14063566000,342954023,0.798,0.019,0.09,0.087,0.046
2020-09-30,2343600000,348140000,13980017000,342797473,1.016,0.025,0.077,0.085,0.025
2020-06-30,1953100000,254112000,13805258000,342627862,0.742,0.018,0.036,6.623,6.199
2020-03-31,2373700000,336633000,13209956000,336411187,1.001,0.025,,,
2019-12-31,2050400000,251900000,12629994000,329880645,0.764,0.02,,,
2019-09-30,2175800000,320764000,12121614000,323733423,0.991,0.026,,,
2019-06-30,1884500000,33334000,11954593000,323574439,0.103,0.003,,,
2021-12-31,9863100000,1228000000,14599844000,344403196,3.566,0.084,0.108,0.013,0.008
2020-12-31,8904430000,1212700000,14063566000,342954023,3.536,0.086,0.044,0.323,0.273
2019-12-31,8526500000,916600000,12629994000,329880645,2.779,0.073,0.009,-0.119,-0.154
2018-12-31,8448200000,1040500000,11486817000,316885808,3.284,0.091,,,
