fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3506000000,548000000,3257000000,110500000,4.959,0.168,0.206,-0.468,-0.44
2022-06-30,3511000000,756000000,4304000000,112300000,6.732,0.176,0.027,0.279,0.349
2022-03-31,3657000000,761000000,5010000000,113700000,6.693,0.152,0.09,0.741,0.835
2021-12-31,3762000000,701000000,5685000000,114600000,6.117,0.123,0.18,2.96,3.178
2021-09-30,2906000000,1031000000,5707000000,116400000,8.857,0.181,-0.036,8.364,8.782
2021-06-30,3420000000,591000000,5686000000,118400000,4.992,0.104,0.253,2.096,2.117
2021-03-31,3355000000,437000000,5502000000,119800000,3.648,0.079,0.109,-0.785,-0.774
2020-12-31,3189000000,177000000,5867000000,120900000,1.464,0.03,-0.039,-0.618,-0.592
2020-09-30,3013000000,-140000000,6067000000,123000000,-1.138,-0.023,-0.101,-1.258,-1.267
2020-06-30,2730000000,-539000000,6500000000,120607501,-4.469,-0.083,-0.168,-2.096,-2.236
2020-03-31,3026000000,2036000000,6693000000,126400000,16.108,0.304,,,
2019-12-31,3317000000,463000000,5729000000,129000000,3.589,0.081,,,
2019-09-30,3351000000,543000000,5997000000,127405096,4.262,0.091,,,
2019-06-30,3282000000,492000000,6030000000,136100000,3.615,0.082,,,
2021-12-31,13443000000,2760000000,5685000000,114600000,24.084,0.485,0.124,0.799,0.898
2020-12-31,11958000000,1534000000,5867000000,120900000,12.688,0.261,-0.087,-0.19,-0.135
2019-12-31,13103000000,1893000000,5729000000,129000000,14.674,0.33,0.014,-0.098,-0.01
2018-12-31,12924000000,2098000000,5588000000,141500000,14.827,0.375,,,
