fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,6152900000,297800000,1326000000,135300000,2.201,0.225,0.169,0.117,0.124
2022-06-30,6088100000,279300000,1106200000,135200000,2.066,0.252,0.191,0.019,0.042
2022-03-31,5893100000,250200000,893100000,135100000,1.852,0.28,0.227,0.076,0.118
2021-12-31,5493500000,215300000,705700000,134800000,1.597,0.305,0.108,-0.097,-0.049
2021-09-30,5263600000,266600000,837000000,136200000,1.957,0.319,0.116,0.38,0.447
2021-06-30,5110900000,274100000,1048800000,138300000,1.982,0.261,0.181,0.449,0.495
2021-03-31,4801900000,232600000,1170300000,140400000,1.657,0.199,0.104,0.385,0.404
2020-12-31,4956200000,238300000,1297100000,141900000,1.679,0.184,0.092,0.284,0.294
2020-09-30,4716200000,193200000,1238500000,142800000,1.353,0.156,-0.031,-0.042,-0.035
2020-06-30,4326000000,189100000,1055600000,142600000,1.326,0.179,-0.057,-0.038,-0.022
2020-03-31,4351300000,167900000,889700000,142300000,1.18,0.189,,,
2019-12-31,4536900000,185600000,960300000,143000000,1.298,0.193,,,
2019-09-30,4865400000,201700000,935100000,143900000,1.402,0.216,,,
2019-06-30,4589400000,196600000,936100000,145000000,1.356,0.21,,,
2021-12-31,20669900000,988600000,705700000,134800000,7.334,1.401,0.129,0.254,0.32
2020-12-31,18312600000,788500000,1297100000,141900000,5.557,0.608,0.025,0.07,0.078
2019-12-31,17873000000,736800000,960300000,143000000,5.152,0.767,0.111,0.146,0.184
2018-12-31,16091900000,643000000,975200000,147700000,4.353,0.659,,,
