fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,16583000000,1778000000,11966000000,264100000,6.732,0.149,0.035,1.896,2.028
2022-06-30,15446000000,309000000,11432000000,265800000,1.163,0.027,-0.093,-0.83,-0.822
2022-03-31,14964000000,1733000000,10002000000,268300000,6.459,0.173,-0.08,-0.057,-0.019
2021-12-31,17729000000,2049000000,10959000000,271000000,7.561,0.187,0.041,0.143,0.177
2021-09-30,16028000000,614000000,9631000000,276200000,2.223,0.064,-0.028,-0.638,-0.634
2021-06-30,17029000000,1815000000,6522000000,277400000,6.543,0.278,0.05,0.116,0.126
2021-03-31,16258000000,1837000000,6312000000,279000000,6.584,0.291,0.039,0.07,0.079
2020-12-31,17032000000,1792000000,6015000000,279000000,6.423,0.298,0.073,0.196,0.201
2020-09-30,16495000000,1698000000,4953000000,279300000,6.079,0.343,0.087,0.056,0.066
2020-06-30,16220000000,1626000000,3751000000,279800000,5.811,0.433,0.124,0.145,0.155
2020-03-31,15651000000,1717000000,3446000000,281300000,6.104,0.498,,,
2019-12-31,15878000000,1498000000,3127000000,280000000,5.35,0.479,,,
2019-09-30,15171000000,1608000000,3893000000,282000000,5.702,0.413,,,
2019-06-30,14427000000,1420000000,2850000000,282200000,5.032,0.498,,,
2021-12-31,67044000000,6315000000,10959000000,271000000,23.303,0.576,0.025,-0.076,-0.049
2020-12-31,65398000000,6833000000,6015000000,279000000,24.491,1.136,0.093,0.097,0.101
2019-12-31,59812000000,6230000000,3127000000,280000000,22.25,1.992,0.113,0.235,0.249
2018-12-31,53762000000,5046000000,1394000000,283300000,17.812,3.62,,,
