fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1886000000,542000000,13290000000,924594000,0.586,0.041,0.035,-0.16,-0.143
2022-06-30,1792000000,533000000,14427000000,924302000,0.577,0.037,0.011,-0.269,-0.243
2022-03-31,1696000000,448000000,15308000000,922941000,0.485,0.029,-0.031,-0.28,-0.247
2021-12-31,1947000000,629000000,17423000000,923053000,0.681,0.036,0.055,0.081,0.134
2021-09-30,1822000000,645000000,17510000000,942446000,0.684,0.037,0.08,0.507,0.548
2021-06-30,1773000000,729000000,17941000000,957423000,0.761,0.041,0.033,2.898,2.938
2021-03-31,1750000000,622000000,17634000000,964878000,0.645,0.035,0.194,3.26,3.272
2020-12-31,1845000000,582000000,17981000000,968236000,0.601,0.032,0.126,0.241,0.248
2020-09-30,1687000000,428000000,17722000000,967804000,0.442,0.024,0.035,0.029,0.051
2020-06-30,1717000000,187000000,17542000000,967147000,0.193,0.011,0.066,-0.56,-0.545
2020-03-31,1466000000,146000000,17411000000,967446000,0.151,0.008,,,
2019-12-31,1638000000,469000000,17038000000,973560000,0.482,0.028,,,
2019-09-30,1630000000,416000000,17116000000,988319000,0.421,0.024,,,
2019-06-30,1611000000,425000000,16969000000,999163000,0.425,0.025,,,
2021-12-31,7292000000,2625000000,17423000000,923053000,2.844,0.151,0.086,0.955,1.05
2020-12-31,6715000000,1343000000,17981000000,968236000,1.387,0.075,0.049,-0.218,-0.214
2019-12-31,6400000000,1717000000,17038000000,973560000,1.764,0.101,-0.009,-0.08,-0.037
2018-12-31,6455000000,1866000000,15595000000,1018369000,1.832,0.12,,,
