fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1399400000,121500000,4338100000,324500000,0.374,0.028,0.189,0.367,0.369
2022-06-30,1302000000,113400000,4248700000,320400000,0.354,0.027,0.123,0.829,0.85
2022-03-31,1155700000,55700000,4266900000,321800000,0.173,0.013,0.156,2.791,2.822
2021-12-31,1287600000,132900000,4316900000,321600000,0.413,0.031,0.053,3.315,3.397
2021-09-30,1176600000,88900000,4383800000,325100000,0.273,0.02,0.051,-0.389,-0.381
2021-06-30,1159700000,62000000,4340900000,324000000,0.191,0.014,0.087,0.013,0.037
2021-03-31,1000100000,-31100000,4429600000,327400000,-0.095,-0.007,0.023,-2.525,-2.541
2020-12-31,1222600000,30800000,4543500000,327700000,0.094,0.007,0.012,-0.817,-0.813
2020-09-30,1119100000,145400000,4560800000,329300000,0.442,0.032,0.021,0.464,0.516
2020-06-30,1067000000,61200000,4464300000,331700000,0.185,0.014,-0.012,0.325,0.376
2020-03-31,977900000,20400000,4390700000,331000000,0.062,0.005,,,
2019-12-31,1208100000,168400000,4610600000,335900000,0.501,0.037,,,
2019-09-30,1095700000,99300000,4642400000,341000000,0.291,0.021,,,
2019-06-30,1080500000,46200000,4591200000,344500000,0.134,0.01,,,
2021-12-31,4624000000,252700000,4316900000,321600000,0.786,0.059,0.072,-0.02,-0.001
2020-12-31,4313100000,257800000,4543500000,327700000,0.787,0.057,-0.007,-0.253,-0.234
2019-12-31,4341400000,345000000,4610600000,335900000,1.027,0.075,-0.045,-0.391,-0.358
2018-12-31,4544300000,566900000,4823200000,354400000,1.6,0.118,,,
