fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1055100000,115400000,2639200000,164500000,0.702,0.044,0.089,-0.196,-0.191
2022-06-30,1064200000,152900000,2563000000,164800000,0.928,0.06,0.131,0.157,0.166
2022-03-31,999600000,117600000,2503900000,165300000,0.711,0.047,0.154,-0.086,-0.081
2021-12-31,978500000,148700000,2421900000,165200000,0.9,0.061,0.229,0.444,0.452
2021-09-30,969200000,143600000,2338100000,165700000,0.867,0.061,0.214,0.296,0.299
2021-06-30,941100000,132100000,2271600000,166000000,0.796,0.058,0.319,0.832,0.83
2021-03-31,865900000,128600000,2193800000,166200000,0.774,0.059,0.22,0.769,0.786
2020-12-31,796000000,103000000,2106300000,166200000,0.62,0.049,0.054,0.053,0.068
2020-09-30,798500000,110800000,2049800000,166100000,0.667,0.054,0.119,0.2,0.215
2020-06-30,713300000,72100000,1949700000,165800000,0.435,0.037,-0.108,-0.369,-0.354
2020-03-31,710000000,72700000,1892500000,167800000,0.433,0.038,,,
2019-12-31,755200000,97800000,1953900000,168500000,0.58,0.05,,,
2019-09-30,713600000,92300000,1868800000,168100000,0.549,0.049,,,
2019-06-30,799500000,114300000,1806600000,169800000,0.673,0.063,,,
2021-12-31,3754700000,553000000,2421900000,165200000,3.347,0.228,0.254,0.542,0.551
2020-12-31,2994800000,358600000,2106300000,166200000,2.158,0.17,0.013,0.008,0.022
2019-12-31,2957200000,355700000,1953900000,168500000,2.111,0.182,-0.003,0.024,0.05
2018-12-31,2965100000,347400000,1836100000,172800000,2.01,0.189,,,
