fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2453000000,256000000,6235000000,116000000,2.207,0.041,-0.103,-0.493,-0.462
2022-06-30,2417000000,234000000,6411000000,117000000,2.0,0.036,-0.038,-0.629,-0.604
2022-03-31,2574000000,355000000,6377000000,119000000,2.983,0.056,-0.04,-0.243,-0.154
2021-12-31,2698000000,390000000,6444000000,119000000,3.277,0.061,-0.101,-0.326,-0.242
2021-09-30,2736000000,505000000,6392000000,123000000,4.106,0.079,-0.018,-0.111,-0.024
2021-06-30,2512000000,631000000,5899000000,125000000,5.048,0.107,0.375,2.411,2.656
2021-03-31,2682000000,469000000,6745000000,133000000,3.526,0.07,0.472,3.737,3.773
2020-12-31,3002000000,579000000,6759000000,134000000,4.321,0.086,0.559,1.289,1.237
2020-09-30,2786000000,568000000,6400000000,135000000,4.207,0.089,0.424,1.642,1.642
2020-06-30,1827000000,185000000,5831000000,134000000,1.381,0.032,-0.065,-0.181,-0.175
2020-03-31,1822000000,99000000,5657000000,134000000,0.739,0.018,,,
2019-12-31,1926000000,253000000,5641000000,131000000,1.931,0.045,,,
2019-09-30,1956000000,215000000,5605000000,135000000,1.593,0.038,,,
2019-06-30,1953000000,226000000,5459000000,135000000,1.674,0.041,,,
2021-12-31,10628000000,1995000000,6444000000,119000000,16.765,0.31,0.126,0.394,0.57
2020-12-31,9437000000,1431000000,6759000000,134000000,10.679,0.212,0.221,0.668,0.63
2019-12-31,7726000000,858000000,5641000000,131000000,6.55,0.152,0.026,0.166,0.21
2018-12-31,7531000000,736000000,5216000000,136000000,5.412,0.141,,,
