fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3166000000,958000000,13024000000,231514213,4.138,0.074,0.178,0.272,0.337
2022-06-30,3080000000,819000000,13154000000,234873651,3.487,0.062,0.168,0.0,0.052
2022-03-31,2747000000,703000000,13461000000,238332514,2.95,0.052,0.106,0.045,0.097
2021-12-31,2687000000,760000000,13641000000,240162790,3.165,0.056,0.044,0.133,0.189
2021-09-30,2688000000,753000000,13887000000,243344509,3.094,0.054,0.143,0.323,0.381
2021-06-30,2638000000,819000000,14317000000,246972217,3.316,0.057,0.368,1.089,1.158
2021-03-31,2483000000,673000000,14643000000,250241009,2.689,0.046,0.005,0.766,0.808
2020-12-31,2573000000,671000000,14791000000,252095082,2.662,0.045,-0.043,0.008,0.031
2020-09-30,2351000000,569000000,14941000000,253985338,2.24,0.038,-0.126,-0.134,-0.111
2020-06-30,1929000000,392000000,14861000000,255109247,1.537,0.026,-0.304,-0.457,-0.439
2020-03-31,2471000000,381000000,14884000000,256179130,1.487,0.026,,,
2019-12-31,2690000000,666000000,15184000000,257904956,2.582,0.044,,,
2019-09-30,2691000000,657000000,15238000000,260746663,2.52,0.043,,,
2019-06-30,2772000000,722000000,15311000000,263406773,2.741,0.047,,,
2021-12-31,10496000000,3005000000,13641000000,240162790,12.512,0.22,0.145,0.493,0.567
2020-12-31,9164000000,2013000000,14791000000,252095082,7.985,0.136,-0.143,-0.26,-0.243
2019-12-31,10692000000,2722000000,15184000000,257904956,10.554,0.179,-0.019,0.021,0.061
2018-12-31,10901000000,2666000000,15362000000,268098472,9.944,0.174,,,
