fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,9303000000,454000000,19906000000,234300000,1.938,0.023,0.057,-0.314,-0.28
2022-06-30,9136000000,551000000,22874000000,237300000,2.322,0.024,0.052,-0.41,-0.38
2022-03-31,8809000000,1018000000,25531000000,240000000,4.242,0.04,0.06,0.389,0.455
2021-12-31,9011000000,1333000000,28887000000,241200000,5.527,0.046,0.073,0.018,0.065
2021-09-30,8805000000,662000000,28474000000,246000000,2.691,0.023,0.064,-0.2,-0.176
2021-06-30,8687000000,934000000,29156000000,249500000,3.743,0.032,0.174,24.35,24.696
2021-03-31,8313000000,733000000,28269000000,251500000,2.915,0.026,0.051,0.222,0.228
2020-12-31,8397000000,1310000000,29201000000,252400000,5.19,0.045,0.041,0.501,0.519
2020-09-30,8275000000,827000000,27849000000,253300000,3.265,0.03,0.033,1.088,1.128
2020-06-30,7401000000,-40000000,26943000000,253200000,-0.158,-0.001,-0.055,-1.072,-1.074
2020-03-31,7908000000,600000000,25204000000,252800000,2.373,0.024,,,
2019-12-31,8063000000,873000000,25943000000,255500000,3.417,0.034,,,
2019-09-30,8013000000,396000000,25607000000,258100000,1.534,0.015,,,
2019-06-30,7834000000,557000000,25321000000,260300000,2.14,0.022,,,
2021-12-31,34816000000,3662000000,28887000000,241200000,15.182,0.127,0.089,0.358,0.421
2020-12-31,31981000000,2697000000,29201000000,252400000,10.685,0.092,0.013,0.029,0.041
2019-12-31,31581000000,2622000000,25943000000,255500000,10.262,0.101,0.043,0.039,0.072
2018-12-31,30282000000,2523000000,22894000000,263600000,9.571,0.11,,,
