fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1750892000,1015464000,35293100000,740411000,1.371,0.029,0.48,0.403,0.401
2022-06-30,1252080000,611393000,34575767000,740360000,0.826,0.018,0.088,0.019,0.017
2022-03-31,1219128000,1150785000,34172068000,740189000,1.555,0.034,0.062,2.133,2.131
2021-12-31,1277233000,1248662000,33426873000,739827000,1.688,0.037,0.149,3.43,3.427
2021-09-30,1183049000,723538000,32506117000,739323000,0.979,0.022,0.093,1.39,1.389
2021-06-30,1150842000,600176000,32105713000,739020000,0.812,0.019,-0.091,0.478,0.477
2021-03-31,1148316000,367347000,32008517000,739746000,0.497,0.011,0.174,-0.252,-0.253
2020-12-31,1111597000,281894000,31971547000,739381000,0.381,0.009,0.346,-0.272,-0.378
2020-09-30,1082773000,302694000,32097175000,738965000,0.41,0.009,0.149,-0.331,-0.428
2020-06-30,1266124000,406173000,32242928000,738732000,0.55,0.013,0.602,0.054,-0.099
2020-03-31,978241000,491053000,32259442000,738563000,0.665,0.015,,,
2019-12-31,826016000,386991000,22653127000,631797000,0.613,0.017,,,
2019-09-30,942181000,452146000,22517210000,631743000,0.716,0.02,,,
2019-06-30,790372000,385276000,22330808000,631054000,0.611,0.017,,,
2021-12-31,4759440000,2939723000,33426873000,739827000,3.974,0.088,0.072,0.984,0.983
2020-12-31,4438735000,1481814000,31971547000,739381000,2.004,0.046,0.333,-0.058,-0.195
2019-12-31,3330621000,1572959000,22653127000,631797000,2.49,0.069,0.188,-0.046,-0.05
2018-12-31,2804449000,1649361000,22298093000,629616000,2.62,0.074,,,
