fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-31,1443000000,299000000,4161000000,177000000,1.689,0.072,0.115,0.06,0.108
2022-07-31,1376000000,338000000,3920000000,179000000,1.888,0.086,0.104,0.331,0.368
2022-04-30,1351000000,258000000,3779000000,181000000,1.425,0.068,0.106,0.387,0.418
2022-01-31,1250000000,229000000,3810000000,183000000,1.251,0.06,0.059,0.331,0.353
2021-10-31,1294000000,282000000,3784000000,185000000,1.524,0.075,0.061,0.3,0.314
2021-07-31,1246000000,254000000,3750000000,184000000,1.38,0.068,0.232,0.443,0.467
2021-04-30,1221000000,186000000,3545000000,185000000,1.005,0.052,0.364,1.62,1.648
2021-01-31,1180000000,172000000,3536000000,186000000,0.925,0.049,0.078,0.055,0.067
2020-10-31,1220000000,217000000,3297000000,187000000,1.16,0.066,0.089,0.113,0.119
2020-07-31,1011000000,176000000,3354000000,187000000,0.941,0.052,-0.07,0.107,0.113
2020-04-30,895000000,71000000,3085000000,187000000,0.38,0.023,,,
2020-01-31,1095000000,163000000,3127000000,188000000,0.867,0.052,,,
2019-10-31,1120000000,195000000,3004000000,188000000,1.037,0.065,,,
2019-07-31,1087000000,159000000,2938000000,188000000,0.846,0.054,,,
2022-10-31,5420000000,1124000000,4161000000,177000000,6.35,0.27,0.097,0.257,0.314
2021-10-31,4941000000,894000000,3784000000,185000000,4.832,0.236,0.171,0.426,0.441
2020-10-31,4221000000,627000000,3297000000,187000000,3.353,0.19,-0.019,0.01,0.015
2019-10-31,4303000000,621000000,3004000000,188000000,3.303,0.207,,,
