fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1718000000,85000000,326000000,123355986,0.689,0.261,-0.035,-0.401,-0.404
2022-06-30,1761000000,101000000,556000000,123152132,0.82,0.182,-0.023,0.041,0.038
2022-03-31,1788000000,150000000,400000000,123071356,1.219,0.375,0.018,3.459,3.485
2021-12-31,1668000000,69000000,313000000,122964541,0.561,0.22,-0.083,-0.734,-0.728
2021-09-30,1781000000,142000000,368000000,122856251,1.156,0.386,-0.058,-0.658,-0.649
2021-06-30,1802000000,97000000,411000000,122780220,0.79,0.236,-0.091,-0.687,-0.678
2021-03-31,1756000000,-61000000,743000000,124359712,-0.491,-0.082,-0.002,-1.253,-1.256
2020-12-31,1818000000,259000000,1184000000,125724327,2.06,0.219,0.277,0.4,0.392
2020-09-30,1891000000,415000000,1115000000,126037019,3.293,0.372,0.277,1.044,1.036
2020-06-30,1983000000,310000000,908000000,126198606,2.456,0.341,0.219,0.286,0.281
2020-03-31,1759000000,241000000,695000000,125923030,1.914,0.347,,,
2019-12-31,1424000000,185000000,555000000,125024628,1.48,0.333,,,
2019-09-30,1481000000,203000000,550000000,125495492,1.618,0.369,,,
2019-06-30,1627000000,241000000,559000000,125686325,1.917,0.431,,,
2022-06-30,6998000000,462000000,556000000,123152132,3.751,0.831,-0.032,-0.349,-0.351
2021-06-30,7232000000,710000000,411000000,122780220,5.783,1.727,0.093,-0.244,-0.223
2020-06-30,6615000000,939000000,908000000,126198606,7.441,1.034,0.083,0.145,0.14
2019-06-30,6110000000,820000000,559000000,125686325,6.524,1.467,,,
