fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4309000000,388000000,39737000000,811304000,0.478,0.01,0.024,-0.59,-0.574
2022-06-30,4207000000,869000000,40984000000,810903000,1.072,0.021,0.017,-0.15,-0.088
2022-03-31,3924000000,773000000,41799000000,809469000,0.955,0.018,-0.022,-0.166,-0.091
2021-12-31,3572000000,863000000,43034000000,804145366,1.073,0.02,-0.151,0.151,0.269
2021-09-30,4209000000,947000000,43601000000,844088000,1.122,0.022,0.104,0.011,0.065
2021-06-30,4137000000,1022000000,45281000000,869460000,1.175,0.023,0.085,0.076,0.1
2021-03-31,4013000000,927000000,44954000000,882558000,1.05,0.021,0.009,-0.054,-0.042
2020-12-31,4207000000,750000000,45801000000,886763531,0.846,0.016,-0.119,-0.479,-0.471
2020-09-30,3811000000,937000000,44917000000,889499000,1.053,0.021,-0.018,-0.097,-0.053
2020-06-30,3813000000,950000000,43697000000,889020000,1.069,0.022,-0.03,-0.066,-0.0
2020-03-31,3977000000,980000000,41145000000,894122000,1.096,0.024,,,
2019-12-31,4776000000,1440000000,41483000000,900683038,1.599,0.035,,,
2019-09-30,3882000000,1038000000,41120000000,933264000,1.112,0.025,,,
2019-06-30,3930000000,1017000000,41533000000,951281000,1.069,0.024,,,
2021-12-31,15931000000,3759000000,43034000000,804145366,4.675,0.087,0.008,0.039,0.146
2020-12-31,15808000000,3617000000,45801000000,886763531,4.079,0.079,-0.04,-0.186,-0.173
2019-12-31,16462000000,4441000000,41483000000,900683038,4.931,0.107,0.004,0.041,0.11
2018-12-31,16392000000,4266000000,40638000000,960425669,4.442,0.105,,,
