fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,890348000,72700000,3694622000,78111000,0.931,0.02,-0.124,-0.598,-0.594
2022-06-30,969553000,112800000,3599081000,78059000,1.445,0.031,-0.041,-0.435,-0.429
2022-03-31,973219000,134298000,3666852000,78805000,1.704,0.037,0.088,-0.33,-0.327
2021-12-31,1031099000,190961000,3622714000,78710000,2.426,0.053,0.236,0.201,0.203
2021-09-30,1015906000,180969000,3516762000,78852000,2.295,0.051,0.384,0.298,0.298
2021-06-30,1010808000,199714000,3384410000,78948000,2.53,0.059,1.869,5.919,5.908
2021-03-31,894771000,200376000,3393576000,79136000,2.532,0.059,0.624,-0.868,-0.869
2020-12-31,834520000,158988000,3233865000,78860000,2.016,0.049,0.284,0.311,0.304
2020-09-30,734144000,139371000,3033471000,78849000,1.768,0.046,0.209,0.359,0.359
2020-06-30,352314000,-40602000,2845045000,78781000,-0.515,-0.014,-0.413,-1.276,-1.28
2020-03-31,550963000,1518131000,2852989000,78759000,19.276,0.532,,,
2019-12-31,649787000,121262000,1346169000,78433000,1.546,0.09,,,
2019-09-30,607341000,102524000,1305549000,78809000,1.301,0.079,,,
2019-06-30,600697000,147142000,1373682000,79865000,1.842,0.107,,,
2021-12-31,3952584000,772020000,3622714000,78710000,9.808,0.213,0.599,-0.565,-0.564
2020-12-31,2471941000,1775888000,3233865000,78860000,22.52,0.549,0.027,3.011,2.989
2019-12-31,2406796000,442776000,1346169000,78433000,5.645,0.329,0.224,0.106,0.125
2018-12-31,1966492000,400235000,1252891000,79778000,5.017,0.319,,,
