fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,8572000000,1406000000,37162000000,150461863,9.345,0.038,-0.147,-0.164,-0.155
2022-06-30,8998000000,1077000000,37089000000,150966457,7.134,0.029,-0.062,-0.218,-0.212
2022-03-31,9344000000,1436000000,37489000000,151725643,9.464,0.038,0.069,0.198,0.205
2021-12-31,22175000000,1643000000,37693000000,151684491,10.832,0.044,0.211,0.061,0.067
2021-09-30,10052000000,1681000000,36817000000,151988234,11.06,0.046,0.158,0.232,0.237
2021-06-30,9588000000,1378000000,36033000000,152298784,9.048,0.038,0.323,0.135,0.136
2021-03-31,8741000000,1199000000,35380000000,152635930,7.855,0.034,0.185,0.488,0.503
2020-12-31,18305000000,1548000000,35283000000,152532885,10.149,0.044,3.603,0.19,0.204
2020-09-30,8684000000,1364000000,33873000000,152496403,8.944,0.04,0.185,0.219,0.234
2020-06-30,7245000000,1214000000,32730000000,152460239,7.963,0.037,0.036,0.21,0.227
2020-03-31,7374000000,806000000,33013000000,154262618,5.225,0.024,,,
2019-12-31,3977000000,1301000000,33547000000,154375780,8.427,0.039,,,
2019-09-30,7330000000,1119000000,32407000000,154349915,7.25,0.035,,,
2019-06-30,6996000000,1003000000,31893000000,154543673,6.49,0.031,,,
2021-12-31,50556000000,5901000000,37693000000,151684491,38.903,0.157,0.215,0.196,0.203
2020-12-31,41608000000,4932000000,35283000000,152532885,32.334,0.14,0.113,0.102,0.115
2019-12-31,37397000000,4476000000,33547000000,154375780,28.994,0.133,0.021,0.04,0.061
2018-12-31,36624000000,4305000000,32374000000,157553501,27.324,0.133,,,
