fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,303989000,87578000,6115883000,171525000,0.511,0.014,-0.011,-0.254,-0.258
2022-06-30,302083000,104796000,6125033000,172424000,0.608,0.017,0.052,0.097,0.083
2022-03-31,303433000,195228000,6132327000,171671000,1.137,0.032,0.105,1.421,1.397
2021-12-31,296924000,67859000,6037371000,171866000,0.395,0.011,0.149,0.763,0.741
2021-09-30,307375000,117406000,6070721000,170731920,0.688,0.019,0.265,8.253,8.196
2021-06-30,287159000,95490000,5967080000,170172000,0.561,0.016,0.243,4.014,3.998
2021-03-31,274703000,80656000,5969631000,170006000,0.474,0.014,-0.032,4.184,4.145
2020-12-31,258460000,38487000,5984912000,169681000,0.227,0.006,-0.105,-0.045,-0.057
2020-09-30,242944000,12688000,6039594000,169671000,0.075,0.002,-0.139,-0.777,-0.78
2020-06-30,231113000,19046000,6121983000,169643000,0.112,0.003,-0.162,-0.632,-0.636
2020-03-31,283658000,-25332000,6199422000,167908000,-0.151,-0.004,,,
2019-12-31,288733000,40291000,6213348000,167568000,0.24,0.006,,,
2019-09-30,282276000,56965000,6262739000,167559000,0.34,0.009,,,
2019-06-30,275872000,51728000,6300841000,167536000,0.309,0.008,,,
2021-12-31,1166161000,361411000,6037371000,169460000,2.133,0.06,0.148,7.051,7.062
2020-12-31,1016175000,44889000,5984912000,169681000,0.265,0.008,-0.103,-0.813,-0.815
2019-12-31,1133138000,239430000,6213348000,167568000,1.429,0.039,0.011,-0.039,-0.027
2018-12-31,1120975000,249127000,6397970000,169705000,1.468,0.039,,,
