fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,29869000000,2087000000,-9137000000,1550000000,1.346,-0.228,-0.019,-0.14,-0.135
2022-06-30,28984000000,2233000000,-9044000000,1551000000,1.44,-0.247,0.01,0.028,0.033
2022-03-31,27611000000,2331000000,-10098000000,1550000000,1.504,-0.231,0.003,-0.036,-0.031
2021-12-31,29603000000,2093000000,-8208000000,1558000000,1.343,-0.255,2.977,0.059,0.059
2021-09-30,30457000000,2426000000,-10551000000,1558000000,1.557,-0.23,0.065,0.052,0.052
2021-06-30,28689000000,2172000000,-11113000000,1558000000,1.394,-0.195,0.144,0.116,0.116
2021-03-31,27536000000,2418000000,-11548000000,1558000000,1.552,-0.209,0.057,0.324,0.323
2020-12-31,7444000000,1976000000,-12567000000,1557000000,1.269,-0.157,-0.035,0.223,0.219
2020-09-30,28600000000,2307000000,-12092000000,1558000000,1.481,-0.191,-0.007,0.217,0.215
2020-06-30,25080000000,1947000000,-11997000000,1558000000,1.25,-0.162,-0.116,-0.16,-0.161
2020-03-31,26054000000,1826000000,-12944000000,1557000000,1.173,-0.141,,,
2019-12-31,7713000000,1616000000,-11577000000,1552000000,1.041,-0.14,,,
2019-09-30,28791000000,1896000000,-11010000000,1556000000,1.219,-0.172,,,
2019-06-30,28370000000,2319000000,-11199000000,1556000000,1.49,-0.207,,,
2021-12-31,116285000000,9109000000,-10106000000,1558000000,5.847,-0.901,0.084,0.131,0.13
2020-12-31,107266000000,8056000000,-12567000000,1557000000,5.174,-0.641,-0.029,0.121,0.118
2019-12-31,110502000000,7185000000,-11577000000,1552000000,4.63,-0.621,0.016,-0.092,-0.09
2018-12-31,108762000000,7911000000,-12459000000,1555000000,5.087,-0.635,,,
