fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,6941600000,1451700000,10070100000,900700000,1.612,0.144,0.025,0.308,0.316
2022-06-30,6488000000,952500000,8544700000,900300000,1.058,0.111,-0.037,-0.315,-0.31
2022-03-31,7810000000,1902900000,9330800000,903700000,2.106,0.204,0.148,0.404,0.412
2021-12-31,7999900000,1726100000,8979200000,904752000,1.908,0.192,0.075,-0.185,-0.182
2021-09-30,6772800000,1110100000,7757000000,906700000,1.224,0.143,0.18,-0.081,-0.081
2021-06-30,6740100000,1390200000,6444400000,907300000,1.532,0.216,0.226,-0.015,-0.016
2021-03-31,6805600000,1355300000,6898700000,908800000,1.491,0.196,0.161,-0.069,-0.07
2020-12-31,7440000000,2116800000,5641600000,908036000,2.331,0.375,0.217,0.415,0.418
2020-09-30,5740600000,1208400000,4826900000,907200000,1.332,0.25,0.048,-0.036,-0.029
2020-06-30,5499400000,1412000000,4092900000,907200000,1.556,0.345,-0.024,0.064,0.08
2020-03-31,5859800000,1456500000,3078800000,908200000,1.604,0.473,,,
2019-12-31,6114000000,1495700000,2606900000,909636000,1.644,0.574,,,
2019-09-30,5476600000,1253900000,3382500000,913900000,1.372,0.371,,,
2019-06-30,5636700000,1327200000,2780500000,920800000,1.441,0.477,,,
2021-12-31,28318400000,5581700000,8979200000,904752000,6.169,0.622,0.154,-0.099,-0.096
2020-12-31,24539800000,6193700000,5641600000,908036000,6.821,1.098,0.099,-0.255,-0.254
2019-12-31,22319500000,8318400000,2606900000,909636000,9.145,3.191,0.038,1.574,1.861
2018-12-31,21493300000,3232000000,9828700000,1011284000,3.196,0.329,,,
