fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3758443000,585438000,628000,62798821,9.322,932.226,0.091,0.048,0.129
2022-06-30,3635312000,576760000,638000,63752833,9.047,904.013,0.06,-0.015,0.068
2022-03-31,3262825000,481880000,659000,65919929,7.31,731.229,0.068,-0.039,0.016
2021-12-31,3291493000,518973000,670000,67029042,7.743,774.587,0.164,0.321,0.401
2021-09-30,3446359000,558652000,677000,67684615,8.254,825.188,0.088,0.06,0.147
2021-06-30,3429585000,585451000,217694000,69132589,8.469,2.689,0.124,0.101,0.18
2021-03-31,3055128000,501609000,697000,69734990,7.193,719.669,0.253,0.67,0.776
2020-12-31,2828773000,392945000,140258000,71123109,5.525,2.802,0.139,0.209,0.286
2020-09-30,3167787000,527252000,709225000,73272379,7.196,0.743,0.203,0.347,0.393
2020-06-30,3051694000,531667000,589100000,74097706,7.175,0.903,0.194,0.503,0.556
2020-03-31,2438951000,300438000,108844000,74199261,4.049,2.76,,,
2019-12-31,2482975000,324916000,397340000,75618659,4.297,0.818,,,
2019-09-30,2632388000,391293000,166219000,75727781,5.167,2.354,,,
2019-06-30,2556915000,353681000,144682000,76690215,4.612,2.445,,,
2021-12-31,13182337000,2164685000,670000,67029042,32.295,3230.873,0.152,0.235,0.311
2020-12-31,11440448000,1752302000,140258000,71123109,24.638,12.493,0.144,0.26,0.339
2019-12-31,10003667000,1391042000,397340000,75618659,18.395,3.501,0.063,0.05,0.098
2018-12-31,9407720000,1324487000,353667000,79043919,16.756,3.745,,,
