fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,520406000,353970000,6466961000,537533719,0.659,0.055,0.081,5.47,5.488
2022-06-30,517932000,68338000,6305212000,539580161,0.127,0.011,0.088,-0.753,-0.753
2022-03-31,498372000,71613000,6408223000,539523537,0.133,0.011,0.095,-0.509,-0.509
2021-12-31,483205000,28761000,6515470000,539096879,0.053,0.004,0.119,-0.804,-0.804
2021-09-30,481465000,54711000,6670360000,539066131,0.101,0.008,0.137,1.863,1.862
2021-06-30,476238000,276280000,6884862000,538955168,0.513,0.04,0.166,4.364,4.358
2021-03-31,455276000,145788000,6764538000,538885793,0.271,0.022,0.195,-0.478,-0.478
2020-12-31,431697000,146394000,6733723000,538405393,0.272,0.022,0.354,2.364,2.157
2020-09-30,423565000,-63417000,6840055000,538354755,-0.118,-0.009,0.319,-0.383,-0.271
2020-06-30,408559000,51506000,7098673000,538317896,0.096,0.007,0.331,4.788,4.456
2020-03-31,381054000,279080000,7236508000,538135188,0.519,0.039,,,
2019-12-31,318920000,43520000,6085058000,505221643,0.086,0.007,,,
2019-09-30,321079000,-45863000,5933134000,494848212,-0.093,-0.008,,,
2019-06-30,307037000,-13597000,6054404000,491108584,-0.028,-0.002,,,
2021-12-31,1896184000,505540000,6515470000,539096879,0.938,0.078,0.153,0.222,0.221
2020-12-31,1644875000,413563000,6733723000,538405393,0.768,0.061,0.326,8.083,7.523
2019-12-31,1240339000,45530000,6085058000,505221643,0.09,0.007,0.041,-0.957,-0.959
2018-12-31,1191320000,1061093000,5944439000,477496499,2.222,0.179,,,
