fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,454466000,106837000,2296034000,117472000,0.909,0.047,-0.014,-0.635,-0.636
2022-06-30,449892000,70476000,2157170000,117362000,0.601,0.033,0.062,0.376,0.375
2022-03-31,494101000,89679000,2083977000,116976000,0.767,0.043,0.098,-0.179,-0.18
2021-12-31,445852000,46089000,1953812000,116870000,0.394,0.024,0.065,0.96,0.957
2021-09-30,460908000,292943000,2038468000,117163000,2.5,0.144,0.218,4.485,4.437
2021-06-30,423604000,51203000,1724958000,117280000,0.437,0.03,0.272,0.477,0.46
2021-03-31,449991000,109262000,1650533000,116855000,0.935,0.066,0.372,14.269,14.117
2020-12-31,418616000,23515000,1494929000,116664000,0.202,0.016,0.213,-0.337,-0.343
2020-09-30,378475000,53406000,1438248000,116125000,0.46,0.037,0.178,4.435,4.378
2020-06-30,333057000,34678000,1327567000,115976000,0.299,0.026,0.17,3.35,3.332
2020-03-31,327998000,7156000,1274081000,115695000,0.062,0.006,,,
2019-12-31,345024000,35455000,1247817000,115494000,0.307,0.028,,,
2019-09-30,321233000,9826000,1201998000,114899000,0.086,0.008,,,
2019-06-30,284670000,-14758000,1215595000,115111000,-0.128,-0.012,,,
2022-09-30,1874119000,313081000,2296034000,117472000,2.665,0.136,0.069,-0.344,-0.345
2021-09-30,1753119000,476923000,2038468000,117163000,4.071,0.234,0.266,2.649,2.617
2020-09-30,1384554000,130695000,1438248000,116125000,1.125,0.091,0.145,5.759,5.709
2019-09-30,1209384000,-27460000,1201998000,114899000,-0.239,-0.023,,,
