fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2171000000,218000000,-617000000,225300000,0.968,-0.353,-0.001,-0.009,0.071
2022-06-30,2318000000,278000000,-742000000,225200000,1.234,-0.375,0.075,8.722,9.453
2022-03-31,2180000000,233000000,-371000000,235600000,0.989,-0.628,0.233,1.479,1.663
2021-12-31,1649000000,132000000,78000000,241200000,0.547,1.692,-0.113,-0.323,-0.275
2021-09-30,2174000000,220000000,126000000,243500000,0.903,1.746,0.118,-0.2,-0.144
2021-06-30,2156000000,-36000000,85000000,246500000,-0.146,-0.424,0.246,-1.161,-1.17
2021-03-31,1768000000,94000000,242000000,253100000,0.371,0.388,0.15,-0.823,-0.816
2020-12-31,1860000000,195000000,195000000,258200000,0.755,1.0,0.135,-0.57,-0.541
2020-09-30,1944000000,275000000,141000000,260500000,1.056,1.95,0.021,1.183,1.38
2020-06-30,1731000000,224000000,37000000,260400000,0.86,6.054,-0.226,-0.067,0.03
2020-03-31,1537000000,530000000,-348000000,262600000,2.018,-1.523,,,
2019-12-31,1639000000,453000000,-235000000,275600000,1.644,-1.928,,,
2019-09-30,1904000000,126000000,23000000,284100000,0.444,5.478,,,
2019-06-30,2236000000,240000000,71000000,287400000,0.835,3.38,,,
2021-12-31,7915000000,410000000,78000000,241200000,1.7,5.256,0.037,-0.665,-0.641
2020-12-31,7636000000,1224000000,195000000,258200000,4.741,6.277,0.115,0.309,0.397
2019-12-31,6846000000,935000000,-235000000,275600000,3.393,-3.979,-0.165,0.274,0.358
2018-12-31,8195000000,734000000,69000000,293900000,2.497,10.638,,,
