fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-08-31,2138734000,351689000,3229626000,101532642,3.464,0.109,0.141,0.062,0.081
2022-05-31,2063999000,294461000,3308196000,101711215,2.895,0.089,0.126,0.1,0.125
2022-02-28,1938512000,315448000,3293900000,102415971,3.08,0.096,0.106,0.221,0.252
2021-11-30,1900379000,294669000,3563127000,103664439,2.843,0.083,0.097,0.034,0.048
2021-08-31,1875096000,331179000,3309203000,103329218,3.205,0.1,0.089,0.104,0.117
2021-05-31,1833608000,267722000,3687847000,104061391,2.573,0.073,0.132,0.852,0.84
2021-02-28,1752504000,258384000,3816510000,105039174,2.46,0.068,-0.032,0.102,0.091
2020-11-30,1732491000,284857000,3597960000,104985732,2.713,0.079,-0.06,0.157,0.143
2020-08-31,1722025000,300005000,3604804000,104548040,2.87,0.083,-0.049,0.196,0.183
2020-05-31,1619584000,144585000,3235202000,103415368,1.398,0.045,-0.097,-0.361,-0.361
2020-02-29,1810648000,234520000,3324309000,104026576,2.254,0.071,,,
2019-11-30,1843749000,246120000,3104970000,103702675,2.373,0.079,,,
2019-08-31,1811139000,250812000,3050706000,103364545,2.426,0.082,,,
2019-05-31,1793730000,226119000,3002721000,103284401,2.189,0.075,,,
2022-05-31,7777986000,1235757000,3308196000,101711215,12.15,0.374,0.105,0.112,0.138
2021-05-31,7040627000,1110968000,3687847000,104061391,10.676,0.301,-0.006,0.268,0.26
2020-05-31,7085120000,876037000,3235202000,103415368,8.471,0.271,0.028,-0.01,-0.011
2019-05-31,6892303000,884981000,3002721000,103284401,8.568,0.295,,,
