fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3364000000,1043000000,17992000000,387000000,2.695,0.058,-0.323,-0.687,-0.673
2022-06-30,4749000000,2197000000,17985000000,392000000,5.605,0.122,0.091,-0.21,-0.188
2022-03-31,6066000000,3657000000,17075000000,400000000,9.142,0.214,2.132,1.995,2.003
2021-12-31,7211000000,4868000000,14145000000,403000000,12.079,0.344,11.629,18.832,18.645
2021-09-30,4969000000,3333000000,10124000000,405000000,8.23,0.329,30.65,15.305,14.965
2021-06-30,4354000000,2780000000,6704000000,403000000,6.898,0.415,63.985,24.761,24.187
2021-03-31,1937000000,1221000000,3838000000,401000000,3.045,0.318,241.125,10.847,10.088
2020-12-31,571000000,-273000000,2561000000,398787678,-0.685,-0.107,39.626,-1.215,-0.869
2020-09-30,157000000,-233000000,2760000000,395390672,-0.589,-0.084,8.21,-0.891,-0.59
2020-06-30,67000000,-117000000,2947000000,393277267,-0.298,-0.04,4.121,0.133,0.273
2020-03-31,8000000,-124000000,1641000000,370102805,-0.335,-0.076,,,
2019-12-31,14055000,-123269000,1175000000,336536985,-0.366,-0.105,,,
2019-09-30,17046000,-123215000,1248192000,332494777,-0.371,-0.099,,,
2019-06-30,13083000,-134940000,1334960000,329958172,-0.409,-0.101,,,
2021-12-31,18471000000,12202000000,14145000000,403000000,30.278,0.863,22.002,17.335,17.164
2020-12-31,803000000,-747000000,2561000000,398787678,-1.873,-0.292,12.383,-0.453,-0.226
2019-12-31,60000000,-514000000,1175000000,336536985,-1.527,-0.437,-0.556,-0.336,-0.305
2018-12-31,135068000,-384700000,1530241000,328798904,-1.17,-0.251,,,
