fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5100000000,467000000,437000000,337500000,1.384,1.069,0.02,-0.004,-0.007
2022-06-30,5100000000,437000000,593000000,337600000,1.294,0.737,0.085,0.082,0.079
2022-03-31,5100000000,523000000,705000000,337000000,1.552,0.742,0.085,-0.104,-0.103
2021-12-31,4965000000,357000000,514000000,336800000,1.06,0.695,0.027,-0.338,-0.334
2021-09-30,5000000000,469000000,707000000,336700000,1.393,0.663,0.068,-0.006,0.005
2021-06-30,4700000000,404000000,758000000,336900000,1.199,0.533,0.022,-0.407,-0.4
2021-03-31,4700000000,584000000,746000000,337600000,1.73,0.783,-0.062,-0.115,-0.107
2020-12-31,4836000000,539000000,626000000,338700000,1.591,0.861,0.055,-0.015,-0.007
2020-09-30,4683000000,472000000,577000000,340400000,1.387,0.818,0.009,-0.297,-0.291
2020-06-30,4600000000,681000000,495000000,341000000,1.997,1.376,0.0,0.404,0.417
2020-03-31,5009000000,660000000,46000000,340800000,1.937,14.348,,,
2019-12-31,4583000000,547000000,-33000000,341400000,1.602,-16.576,,,
2019-09-30,4640000000,671000000,88000000,343100000,1.956,7.625,,,
2019-06-30,4600000000,485000000,50000000,344200000,1.409,9.7,,,
2021-12-31,19440000000,1814000000,514000000,336800000,5.386,3.529,0.016,-0.229,-0.224
2020-12-31,19140000000,2352000000,626000000,338700000,6.944,3.757,0.037,0.09,0.099
2019-12-31,18450000000,2157000000,-33000000,341400000,6.318,-65.364,-0.003,0.53,0.546
2018-12-31,18500000000,1410000000,-287000000,345000000,4.087,-4.913,,,
