fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3824695000,269382000,3505109000,103757000,2.596,0.077,0.221,0.348,0.366
2022-06-30,3824690000,255342000,3324864000,104252000,2.449,0.077,0.321,0.483,0.501
2022-03-31,3493676000,243325000,3253542000,104894000,2.32,0.075,0.341,0.66,0.672
2021-12-31,3483256000,242209000,3117816000,105093706,2.305,0.078,0.272,0.573,0.581
2021-09-30,3132835000,199829000,2922228000,105173000,1.9,0.068,0.273,0.592,0.6
2021-06-30,2896311000,172162000,2799028000,105509000,1.632,0.062,0.358,0.415,0.415
2021-03-31,2604978000,146606000,2722066000,105678000,1.387,0.054,0.149,0.398,0.403
2020-12-31,2737652000,154007000,2600138000,105653644,1.458,0.059,0.117,0.064,0.07
2020-09-30,2461105000,125496000,2487424000,105653000,1.188,0.05,0.047,0.06,0.071
2020-06-30,2133182000,121698000,2390843000,105505000,1.153,0.051,-0.051,-0.089,-0.073
2020-03-31,2267492000,104834000,2282418000,105985000,0.989,0.046,,,
2019-12-31,2450323000,144676000,2267029000,106212908,1.362,0.064,,,
2019-09-30,2351643000,118410000,2193529000,106735000,1.109,0.054,,,
2019-06-30,2246884000,133633000,2135356000,107387000,1.244,0.063,,,
2021-12-31,12116209000,760806000,3117816000,105093706,7.239,0.244,0.264,0.503,0.511
2020-12-31,9585031000,506035000,2600138000,105653644,4.79,0.195,0.054,-0.02,-0.015
2019-12-31,9097517000,516320000,2267029000,106212908,4.861,0.228,0.063,0.055,0.079
2018-12-31,8562340000,489585000,2101384000,108710825,4.504,0.233,,,
