fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,12130000000,812000000,47639000000,415020484,1.957,0.017,0.118,-0.557,-0.54
2022-06-30,9941000000,1215000000,51667000000,418474087,2.903,0.024,0.029,-0.464,-0.438
2022-03-31,9669000000,1974000000,56698000000,423675327,4.659,0.035,-0.03,-0.142,-0.089
2021-12-31,10483000000,2141000000,59714000000,426572612,5.019,0.036,0.064,-0.115,-0.064
2021-09-30,10845000000,1833000000,59318000000,430876252,4.254,0.031,0.146,0.535,0.608
2021-06-30,9664000000,2265000000,60062000000,438717213,5.163,0.038,0.076,7.843,8.04
2021-03-31,9971000000,2300000000,59076000000,449676959,5.115,0.039,0.295,8.127,8.161
2020-12-31,9848000000,2418000000,59441000000,450732625,5.365,0.041,0.127,1.061,1.067
2020-09-30,9464000000,1194000000,56413000000,451376194,2.645,0.021,0.046,0.094,0.1
2020-06-30,8985000000,-331000000,54760000000,451360023,-0.733,-0.006,0.054,-1.288,-1.291
2020-03-31,7697000000,252000000,52197000000,451367782,0.558,0.005,,,
2019-12-31,8738000000,1173000000,55331000000,451971567,2.595,0.021,,,
2019-09-30,9045000000,1091000000,54572000000,453533642,2.406,0.02,,,
2019-06-30,8527000000,1150000000,53802000000,456077819,2.521,0.021,,,
2021-12-31,40963000000,8539000000,59714000000,426572612,20.018,0.143,0.138,1.417,1.554
2020-12-31,35994000000,3533000000,59441000000,450732625,7.838,0.059,0.053,-0.207,-0.205
2019-12-31,34186000000,4454000000,55331000000,451971567,9.855,0.08,0.045,0.124,0.142
2018-12-31,32717000000,3962000000,50312000000,459203378,8.628,0.079,,,
