fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-30,38872000000,4339000000,1298000000,1020000000,4.254,3.343,0.056,0.051,0.078
2022-07-31,43792000000,5173000000,237000000,1024000000,5.052,21.827,0.065,0.076,0.11
2022-05-01,38908000000,4231000000,90000000,1029000000,4.112,47.011,0.038,0.021,0.056
2022-01-30,35719000000,3352000000,90000000,1035000000,3.239,37.244,0.107,0.173,0.221
2021-10-31,36820000000,4129000000,1035000000,1046000000,3.947,3.989,0.098,0.203,0.238
2021-08-01,41118000000,4807000000,2069000000,1056000000,4.552,2.323,0.081,0.11,0.131
2021-05-02,37500000000,4145000000,1748000000,1065000000,3.892,2.371,0.327,0.846,0.865
2021-01-31,32261000000,2857000000,3299000000,1077000000,2.653,0.866,0.251,0.152,0.152
2020-11-01,33536000000,3432000000,1535000000,1076000000,3.19,2.236,0.232,0.239,0.256
2020-08-02,38053000000,4332000000,89000000,1076000000,4.026,48.674,0.234,0.245,0.268
2020-05-03,28260000000,2245000000,89000000,1076000000,2.086,25.225,,,
2020-02-02,25782000000,2481000000,89000000,1077000000,2.304,27.876,,,
2019-11-03,27223000000,2769000000,89000000,1090000000,2.54,31.112,,,
2019-08-04,30839000000,3479000000,89000000,1096000000,3.174,39.09,,,
2022-01-30,151157000000,16433000000,90000000,1035000000,15.877,182.589,0.144,0.277,0.329
2021-01-31,132110000000,12866000000,3299000000,1077000000,11.946,3.9,0.199,0.144,0.144
2020-02-02,110225000000,11242000000,89000000,1077000000,10.438,126.315,0.019,0.011,0.037
2019-02-03,108203000000,11121000000,89000000,1105000000,10.064,124.955,,,
