fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3300374000,182814000,5855353000,72595000,2.518,0.031,0.053,-0.163,-0.051
2022-06-30,3297731000,164062000,5814660000,73682000,2.227,0.028,0.038,-0.495,-0.423
2022-03-31,3271283000,153913000,5867872000,75030000,2.051,0.026,0.094,-0.264,-0.168
2021-12-31,3263034000,239124000,6089664000,78808000,3.034,0.039,0.057,-0.225,-0.167
2021-09-30,3134800000,218351000,6274021000,82262000,2.654,0.035,0.085,-0.095,-0.069
2021-06-30,3176581000,325024000,6480100000,84224000,3.859,0.05,0.175,0.29,0.296
2021-03-31,2991030000,209091000,6513862000,84782000,2.466,0.032,0.071,0.472,0.497
2020-12-31,3086935000,308708000,6317146000,84728000,3.644,0.049,0.066,0.259,0.296
2020-09-30,2887966000,241279000,5962788000,84672000,2.85,0.04,0.038,1.483,1.579
2020-06-30,2704281000,251929000,5688647000,84632000,2.977,0.044,-0.039,0.057,0.113
2020-03-31,2793316000,142037000,5413209000,86212000,1.648,0.026,,,
2019-12-31,2896247000,245176000,5504105000,87184000,2.812,0.045,,,
2019-09-30,2781006000,97190000,5389215000,87952000,1.105,0.018,,,
2019-06-30,2812681000,238320000,5393089000,89136000,2.674,0.044,,,
2021-12-31,12558445000,991590000,6089664000,78808000,12.582,0.163,0.097,0.05,0.129
2020-12-31,11452612000,943953000,6317146000,84728000,11.141,0.149,0.021,0.158,0.192
2019-12-31,11215526000,814854000,5504105000,87184000,9.346,0.148,0.056,0.045,0.105
2018-12-31,10617322000,779705000,5389262000,92187000,8.458,0.145,,,
