fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1811000000,24683000000,22872000000,22872000000,965000000,818000000,None,846000000,None,-97000000,206000000,97000000,24977000000,67000000,None,260000000,1224000000,193000000,97000000,1037000000,784000000,1321000000,1581000000,1031000000
2022-06-30,USD,2100000000,27284000000,25184000000,25184000000,1285000000,814000000,None,815000000,None,-73000000,151000000,73000000,28523000000,83000000,None,257000000,1515000000,279000000,73000000,1240000000,1060000000,1588000000,1845000000,1236000000
2022-03-31,USD,1897000000,23650000000,21753000000,21753000000,1101000000,829000000,None,796000000,None,-92000000,171000000,92000000,22962000000,33000000,None,257000000,1261000000,207000000,92000000,1064000000,1437000000,1353000000,1610000000,1054000000
2021-12-31,USD,1650000000,23090000000,21440000000,21440000000,441000000,786000000,None,1209000000,None,-77000000,13000000,77000000,-62467000000,130000000,None,257000000,996000000,214000000,77000000,797000000,686000000,1073000000,1330000000,782000000
2021-09-30,USD,1326000000,20340000000,19014000000,19014000000,604000000,720000000,None,722000000,None,-61000000,69000000,61000000,20508000000,-20000000,None,247000000,646000000,120000000,97000000,533000000,571000000,707000000,954000000,526000000
2021-06-30,USD,1463000000,22926000000,21463000000,21463000000,701000000,739000000,None,762000000,None,-40000000,173000000,40000000,22409000000,-49000000,None,243000000,825000000,113000000,40000000,712000000,869000000,865000000,1108000000,712000000
2021-03-31,USD,1548000000,18893000000,17345000000,17345000000,751000000,749000000,None,797000000,None,-87000000,13000000,87000000,17979000000,33000000,None,249000000,820000000,131000000,87000000,693000000,1015000000,907000000,1156000000,689000000
2020-12-31,USD,1352000000,17978000000,16626000000,16626000000,1352000000,749000000,None,1233000000,None,-69000000,17000000,69000000,-46746000000,457000000,None,249000000,750000000,63000000,68000000,1352000000,832000000,819000000,1068000000,687000000
2020-09-30,USD,1042000000,15126000000,14084000000,14084000000,402000000,636000000,None,640000000,None,-100000000,76000000,100000000,14289000000,-282000000,None,238000000,199000000,-26000000,496000000,226000000,181000000,299000000,537000000,225000000
2020-06-30,USD,1108000000,16281000000,15173000000,15173000000,454000000,638000000,None,654000000,None,-87000000,15000000,87000000,16281000000,56000000,None,244000000,549000000,80000000,87000000,472000000,528000000,636000000,880000000,469000000
2020-03-31,USD,951000000,14970000000,14019000000,14019000000,246000000,664000000,None,705000000,None,-83000000,40000000,83000000,14970000000,32000000,None,245000000,375000000,-16000000,83000000,391000000,32000000,458000000,703000000,391000000
2019-12-31,USD,1169000000,16329000000,15160000000,15160000000,1169000000,654000000,None,1113000000,50000000,-95000000,50000000,95000000,-48388000000,-50000000,None,251000000,501000000,-3000000,95000000,1169000000,494000000,596000000,847000000,504000000
2019-09-30,USD,1078000000,16726000000,15648000000,15648000000,447000000,578000000,None,631000000,47000000,-97000000,47000000,97000000,16809000000,18000000,None,249000000,502000000,95000000,97000000,408000000,142000000,599000000,848000000,407000000
2019-06-30,USD,972000000,16297000000,15325000000,15325000000,234000000,602000000,None,738000000,46000000,-109000000,46000000,109000000,16221000000,13000000,None,248000000,271000000,36000000,109000000,238000000,347000000,380000000,628000000,235000000
2019-03-31,USD,928000000,15304000000,14376000000,14376000000,273000000,659000000,None,655000000,49000000,-101000000,19000000,101000000,15402000000,8000000,None,245000000,314000000,81000000,101000000,234000000,97000000,415000000,660000000,233000000
2018-12-31,USD,1053000000,15947000000,14894000000,14894000000,1053000000,558000000,141000000,1003000000,47000000,-97000000,None,97000000,-48351000000,-98000000,None,235000000,310000000,-5000000,97000000,1053000000,241000000,407000000,642000000,315000000
2018-09-30,USD,1058000000,15800000000,14742000000,14742000000,523000000,534000000,None,535000000,40000000,-87000000,None,87000000,15862000000,-8000000,None,232000000,632000000,96000000,87000000,536000000,415000000,719000000,951000000,536000000
2018-06-30,USD,1181000000,17068000000,15887000000,15887000000,597000000,560000000,None,584000000,42000000,-89000000,None,89000000,17176000000,-4000000,None,239000000,652000000,86000000,89000000,566000000,106000000,741000000,980000000,566000000
2018-03-31,USD,889000000,15526000000,14637000000,14637000000,366000000,513000000,None,523000000,33000000,-91000000,None,91000000,15259000000,9000000,None,235000000,461000000,68000000,91000000,396000000,579000000,552000000,787000000,393000000
2017-12-31,USD,942000000,16070000000,15128000000,15131000000,939000000,459000000,129000000,813000000,31000000,-84000000,None,84000000,637000000,3000000,None,240000000,539000000,-249000000,84000000,939000000,994000000,623000000,863000000,788000000
