Date,Open,High,Low,Close,Adj Close,Volume
2022-12-15,63.0,63.0,60.0,60.0,60.0,1318200
2022-12-16,60.0,60.0,55.0,56.7400016784668,56.7400016784668,2307500
2022-12-19,53.0,58.9900016784668,53.0,56.5,56.5,117200
2022-12-20,58.0,58.0,56.7599983215332,57.209999084472656,57.209999084472656,22200
2022-12-21,59.0,66.27999877929688,55.5,56.959999084472656,56.959999084472656,290700
2022-12-22,58.43000030517578,61.01900100708008,57.0,57.599998474121094,57.599998474121094,3253200
2022-12-23,58.09000015258789,60.645999908447266,57.0,57.5,57.5,125800
2022-12-27,57.97999954223633,58.9900016784668,57.375,57.45000076293945,57.45000076293945,26500
2022-12-28,57.93000030517578,58.0,57.0,57.5,57.5,514800
2022-12-29,58.5,58.779998779296875,57.75,58.0,58.0,374800
2022-12-30,58.7400016784668,59.0,57.72999954223633,58.380001068115234,58.380001068115234,351100
2023-01-03,60.68000030517578,60.68000030517578,55.869998931884766,56.0,56.0,1794100
2023-01-04,54.130001068115234,60.709999084472656,53.5,60.4900016784668,60.4900016784668,33338500
2023-01-05,60.63999938964844,62.97999954223633,58.13999938964844,59.0,59.0,8850600
2023-01-06,59.68000030517578,59.939998626708984,57.869998931884766,58.95000076293945,58.95000076293945,5902600
2023-01-09,58.790000915527344,59.97999954223633,57.72999954223633,58.099998474121094,58.099998474121094,5288900
2023-01-10,59.150001525878906,60.060001373291016,58.05500030517578,60.0,60.0,6663000
