Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-01-03,113.12000274658203,113.19999694824219,110.55999755859375,111.8499984741211,97.21680450439453,1029800,AMP
2017-01-04,112.66000366210938,115.79000091552734,111.9800033569336,115.19999694824219,100.12850952148438,1523800,AMP
2017-01-05,114.26000213623047,115.48999786376953,112.54000091552734,113.73999786376953,98.85953521728516,1491900,AMP
2017-01-06,114.62999725341797,116.30999755859375,114.02999877929688,115.66000366210938,100.52835083007812,1463800,AMP
2017-01-09,116.12999725341797,116.88999938964844,115.13999938964844,115.19999694824219,100.12850952148438,993900,AMP
2017-01-10,115.36000061035156,116.16000366210938,114.41999816894531,114.7300033569336,99.72003173828125,891200,AMP
2017-01-11,114.45999908447266,115.08999633789062,113.22000122070312,115.05999755859375,100.00685119628906,1055300,AMP
2017-01-12,114.41000366210938,115.44000244140625,112.9000015258789,115.08999633789062,100.03291320800781,936300,AMP
2017-01-13,115.75,117.16000366210938,114.98999786376953,115.2699966430664,100.1893539428711,495100,AMP
2017-01-17,113.9800033569336,114.30999755859375,111.30999755859375,111.55000305175781,96.95604705810547,757900,AMP
2017-01-18,112.27999877929688,113.5199966430664,110.75,113.41000366210938,98.57272338867188,1078300,AMP
2017-01-19,113.51000213623047,114.11000061035156,111.8499984741211,112.9800033569336,98.198974609375,893000,AMP
2017-01-20,113.66000366210938,113.94999694824219,112.3499984741211,113.05000305175781,98.25981140136719,1180000,AMP
2017-01-23,112.62999725341797,113.95999908447266,112.08000183105469,112.86000061035156,98.09466552734375,678100,AMP
2017-01-24,113.36000061035156,115.33000183105469,112.43000030517578,114.30999755859375,99.35494995117188,690000,AMP
2017-01-25,115.88999938964844,117.22000122070312,114.77999877929688,116.94999694824219,101.64958190917969,1136800,AMP
2017-01-26,117.4800033569336,117.56999969482422,114.5199966430664,114.87999725341797,99.85038757324219,1314800,AMP
2017-01-27,115.5,115.62999725341797,113.18000030517578,113.4000015258789,98.56401062011719,1009700,AMP
2017-01-30,112.62999725341797,113.19999694824219,111.26000213623047,113.05999755859375,98.26849365234375,810400,AMP
2017-01-31,112.0199966430664,113.18000030517578,110.97000122070312,112.2699966430664,97.58185577392578,1159500,AMP
2017-02-01,113.62000274658203,115.22000122070312,112.4000015258789,113.08000183105469,98.28587341308594,1035100,AMP
2017-02-02,116.18000030517578,123.29000091552734,116.18000030517578,117.9000015258789,102.47528839111328,3524700,AMP
2017-02-03,120.93000030517578,121.86000061035156,120.22000122070312,121.26000213623047,105.3957290649414,1942400,AMP
2017-02-06,121.0,123.72000122070312,120.94999694824219,123.37000274658203,107.22965240478516,2088600,AMP
2017-02-07,123.81999969482422,124.0,122.72000122070312,123.18000030517578,107.06449127197266,1274600,AMP
2017-02-08,122.08999633789062,122.08999633789062,120.87000274658203,121.58000183105469,105.67383575439453,1120100,AMP
2017-02-09,121.3499984741211,124.0199966430664,120.83999633789062,123.7300033569336,108.21006774902344,1176400,AMP
2017-02-10,124.05000305175781,124.8499984741211,122.70999908447266,124.30999755859375,108.71732330322266,1120800,AMP
2017-02-13,125.0,126.87999725341797,124.95999908447266,126.1500015258789,110.3265380859375,1044200,AMP
2017-02-14,125.58000183105469,128.3800048828125,125.56999969482422,127.80999755859375,111.77831268310547,1319300,AMP
2017-02-15,128.0500030517578,129.19000244140625,127.41999816894531,128.8699951171875,112.70533752441406,815600,AMP
2017-02-16,128.58999633789062,129.27000427246094,127.9000015258789,129.16000366210938,112.958984375,1026600,AMP
2017-02-17,127.87000274658203,129.05999755859375,127.33999633789062,128.99000549316406,112.81028747558594,1046700,AMP
2017-02-21,129.60000610351562,131.22000122070312,129.22000122070312,130.77000427246094,114.36701965332031,1256000,AMP
2017-02-22,129.52000427246094,131.32000732421875,129.4600067138672,130.67999267578125,114.28829956054688,1002700,AMP
2017-02-23,131.11000061035156,131.3699951171875,129.2100067138672,130.47999572753906,114.1134033203125,684700,AMP
2017-02-24,128.7899932861328,130.10000610351562,128.0399932861328,129.8300018310547,113.54493713378906,976600,AMP
2017-02-27,129.75,131.36000061035156,129.63999938964844,131.11000061035156,114.66438293457031,641300,AMP
2017-02-28,130.17999267578125,131.5500030517578,129.97999572753906,131.5,115.00544738769531,1455700,AMP
2017-03-01,134.55999755859375,135.1999969482422,133.89999389648438,134.27999877929688,117.436767578125,1611000,AMP
2017-03-02,135.0,135.1199951171875,131.50999450683594,131.60000610351562,115.0929183959961,1421400,AMP
2017-03-03,131.72000122070312,133.47999572753906,131.14999389648438,133.05999755859375,116.36978149414062,1129800,AMP
