fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1043814000,2091805000,1047991000,1047991000,890977000,134479000,18358000,155934000,None,-826000,29691000,826000,0,7974000,None,952000,1094153000,196938000,29691000,931206000,687044000,890977000,1095931000,897215000
2022-06-30,USD,580424000,1479593000,899169000,899169000,434096000,128942000,17386000,152675000,None,-840000,41409000,840000,0,8767000,None,972000,495791000,89018000,41409000,440592000,293254000,434096000,497603000,406773000
2022-03-31,USD,449030000,1127728000,678698000,678698000,311979000,112568000,16083000,145226000,None,-853000,27834000,853000,-8400000,15496000,None,6451000,333913000,80530000,27834000,281547000,252214000,311979000,341217000,253383000
2021-12-31,USD,236594000,894204000,657610000,657610000,-31286000,123302000,12125000,277048000,None,-50781000,5306000,50781000,-132353000,28530000,None,6337000,11200000,15024000,5306000,-65801000,-29838000,-31286000,68318000,-3824000
2021-09-30,USD,249273000,830566000,581293000,581293000,131523000,103477000,13289000,118657000,None,-722000,5136000,722000,-984000,-643196000,None,153000,-507451000,-114670000,5136000,-374433000,-431216000,131523000,-506576000,-392781000
2021-06-30,USD,248417000,773896000,525479000,525479000,542333000,121516000,13976000,-292994000,None,-752000,5952000,752000,429408000,14000,None,156000,531585000,106985000,7152000,446208000,446713000,542333000,532493000,424600000
2021-03-31,USD,263687000,829291000,565604000,565604000,155864000,93187000,14636000,116571000,None,-755000,16082000,755000,-27798000,11312000,None,6586000,117784000,22107000,43882000,117698000,71695000,155864000,125125000,95677000
2020-12-31,USD,265420000,879147000,613727000,613727000,125136000,124909000,15375000,158092000,None,-31104000,19152000,31104000,-28800000,-57557000,None,6511000,74534000,-10101000,19152000,31326000,156970000,125136000,112149000,84635000
2020-09-30,USD,254056000,746868000,492812000,492812000,144432000,96092000,13532000,112001000,None,-697000,16125000,697000,0,-3661000,None,126000,128954000,30653000,19227000,117045000,130965000,144432000,129777000,98301000
2020-06-30,USD,233359000,764049000,530690000,530690000,112200000,106949000,14210000,128045000,None,-630000,20701000,630000,0,-6273000,None,153000,101055000,15431000,17852000,103758000,180982000,112200000,101838000,85624000
2020-03-31,USD,242018000,738845000,496827000,496827000,124044000,101877000,16097000,126075000,None,-650000,22339000,650000,0,8314000,None,6254000,125646000,18442000,16885000,123635000,-23550000,124044000,132550000,107204000
2019-12-31,USD,338511000,992564000,654053000,654053000,139085000,185163000,14263000,199717000,None,-30221000,15718000,30221000,-32229000,-38388000,None,6767000,85286000,-5105000,22400000,35114000,130633000,139085000,122274000,90391000
2019-09-30,USD,309867000,879747000,569880000,569880000,186147000,108135000,15585000,127991000,None,-31000,30439000,31000,0,-11316000,None,157000,180411000,25341000,11108000,171618000,68504000,186147000,180599000,155070000
2019-06-30,USD,325914000,885052000,559138000,559138000,185737000,126715000,13462000,145167000,None,-32000,9502000,32000,0,-7065000,None,136000,184609000,30411000,11601000,174970000,162325000,185737000,184777000,154198000
2019-03-31,USD,283486000,832064000,548578000,548578000,155154000,113355000,14977000,135659000,None,-33000,23001000,33000,0,11291000,None,6827000,171083000,37514000,12586000,151526000,126713000,155154000,177943000,133569000
2018-12-31,USD,320384000,921699000,601315000,601315000,174807000,120916000,16384000,8277000,None,None,None,12571000,-8277000,-32528000,None,6733000,140792000,11196000,12571000,100472000,93105000,174807000,181540000,129596000
2018-09-30,USD,280537000,777748000,497211000,497211000,163760000,100167000,16610000,120501000,None,None,None,12988000,0,3793000,None,6824000,162912000,33167000,12988000,143479000,117233000,163760000,170584000,129745000
2018-06-30,USD,311356000,853874000,542518000,542518000,390350000,123637000,16074000,-72484000,None,None,None,13308000,217505000,-5223000,None,7004000,382563000,80102000,13308000,310686000,175521000,390350000,397354000,302461000
2018-03-31,USD,304979000,821629000,516650000,516650000,182623000,101370000,20986000,131975000,None,None,None,13538000,3200000,-30476000,None,7418000,152121000,20361000,13538000,138925000,182689000,182623000,190041000,131760000
2017-12-31,USD,303703000,857789000,554086000,550780000,164494000,118302000,20907000,138544000,None,None,None,16455000,-3500000,-6113000,None,7473000,159855000,378221000,16455000,-218366000,-194091000,164494000,171967000,-218366000
