Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-01-03,85.16000366210938,85.9000015258789,84.01000213623047,85.0,70.46404266357422,1052900,PKG
2017-01-04,85.44000244140625,86.44000244140625,85.05000305175781,86.37000274658203,71.5997543334961,925800,PKG
2017-01-05,86.37000274658203,87.04000091552734,84.68000030517578,85.33000183105469,70.73761749267578,605200,PKG
2017-01-06,85.37000274658203,87.44999694824219,85.1500015258789,87.19999694824219,72.2878189086914,773500,PKG
2017-01-09,86.9000015258789,88.47000122070312,86.33999633789062,87.7699966430664,72.76032257080078,1083900,PKG
2017-01-10,87.69999694824219,88.58000183105469,87.36000061035156,87.9800033569336,72.93444061279297,861700,PKG
2017-01-11,88.05999755859375,89.27999877929688,87.87999725341797,88.5199966430664,73.38208770751953,566200,PKG
2017-01-12,88.0999984741211,88.80000305175781,85.98999786376953,86.87999725341797,72.02254486083984,654400,PKG
2017-01-13,86.95999908447266,88.0199966430664,86.61000061035156,87.22000122070312,72.30440521240234,438800,PKG
2017-01-17,86.81999969482422,86.81999969482422,85.4000015258789,85.66999816894531,71.01947021484375,661900,PKG
2017-01-18,85.83000183105469,86.91999816894531,85.37000274658203,86.66000366210938,71.84017181396484,561800,PKG
2017-01-19,86.69999694824219,87.62000274658203,85.36000061035156,85.76000213623047,71.09407806396484,410200,PKG
2017-01-20,86.16999816894531,86.97000122070312,85.76000213623047,86.05000305175781,71.33448791503906,739100,PKG
2017-01-23,86.44000244140625,88.45999908447266,86.41000366210938,88.33000183105469,73.22457885742188,669000,PKG
2017-01-24,88.94000244140625,92.2699966430664,88.81999969482422,92.08000183105469,76.3332748413086,1358500,PKG
2017-01-25,95.5,95.5,93.01000213623047,94.69999694824219,78.5052261352539,1152500,PKG
2017-01-26,94.62999725341797,94.94000244140625,93.2699966430664,94.0199966430664,77.9415512084961,878600,PKG
2017-01-27,94.30000305175781,94.69000244140625,93.33000183105469,93.58000183105469,77.57676696777344,713000,PKG
2017-01-30,93.5,93.5,91.4800033569336,91.81999969482422,76.11774444580078,1286400,PKG
2017-01-31,94.83000183105469,96.87000274658203,90.93000030517578,92.18000030517578,76.41617584228516,2027700,PKG
2017-02-01,91.97000122070312,93.62000274658203,91.05000305175781,93.0999984741211,77.17884826660156,1190300,PKG
2017-02-02,92.87000274658203,93.44999694824219,91.06999969482422,93.37000274658203,77.40267181396484,958500,PKG
2017-02-03,94.25,94.94999694824219,93.70999908447266,94.22000122070312,78.1072998046875,723400,PKG
2017-02-06,92.5999984741211,94.43000030517578,89.83000183105469,94.19999694824219,78.09075164794922,1201800,PKG
2017-02-07,94.13999938964844,96.54000091552734,93.8499984741211,95.08000183105469,78.82026672363281,1119500,PKG
2017-02-08,95.08999633789062,95.37000274658203,90.94999694824219,94.18000030517578,78.07416534423828,3162100,PKG
2017-02-09,94.18000030517578,94.18000030517578,91.4000015258789,93.75,77.71768951416016,1159900,PKG
2017-02-10,93.83999633789062,94.5,92.76000213623047,94.08999633789062,77.99956512451172,588900,PKG
2017-02-13,94.43000030517578,96.04000091552734,93.69999694824219,94.87000274658203,78.64617156982422,1000500,PKG
2017-02-14,94.41999816894531,95.38999938964844,94.2699966430664,95.13999938964844,78.87000274658203,426200,PKG
2017-02-15,95.43000030517578,96.12999725341797,95.26000213623047,95.45999908447266,79.13528442382812,704600,PKG
2017-02-16,95.93000030517578,96.7300033569336,95.58000183105469,96.62000274658203,80.09689331054688,778700,PKG
2017-02-17,96.04000091552734,96.58999633789062,94.43000030517578,95.26000213623047,78.96949005126953,786400,PKG
2017-02-21,95.19999694824219,96.0,94.88999938964844,95.80999755859375,79.42540740966797,722800,PKG
2017-02-22,95.38999938964844,95.63999938964844,93.6500015258789,94.0,77.9249496459961,1246100,PKG
2017-02-23,94.80000305175781,95.22000122070312,93.3499984741211,93.98999786376953,77.91665649414062,783300,PKG
2017-02-24,93.68000030517578,94.1500015258789,92.94000244140625,93.44999694824219,77.468994140625,614800,PKG
2017-02-27,93.44999694824219,94.19000244140625,93.1500015258789,93.66000366210938,77.6430892944336,706100,PKG
2017-02-28,93.41999816894531,93.98999786376953,92.18000030517578,92.43000030517578,76.62342834472656,971600,PKG
2017-03-01,93.3499984741211,93.94999694824219,92.8499984741211,93.75,77.71768951416016,1132300,PKG
2017-03-02,93.75,93.9000015258789,93.12000274658203,93.5,77.51044464111328,866300,PKG
2017-03-03,93.83999633789062,94.16000366210938,92.95999908447266,93.73999786376953,77.70939636230469,674800,PKG
2017-03-06,93.63999938964844,93.91999816894531,91.55000305175781,92.33999633789062,76.54882049560547,741300,PKG
2017-03-07,92.5,93.0999984741211,91.66000366210938,92.44999694824219,76.6400146484375,1178900,PKG
2017-03-08,92.83000183105469,93.61000061035156,92.6500015258789,92.97000122070312,77.07109069824219,796100,PKG
2017-03-09,92.97000122070312,93.36000061035156,92.23999786376953,92.77999877929688,76.91358184814453,673200,PKG
2017-03-10,93.33999633789062,94.12999725341797,92.0199966430664,92.18000030517578,76.41617584228516,770200,PKG
2017-03-13,92.33000183105469,92.33000183105469,91.56999969482422,92.0199966430664,76.8084716796875,737300,PKG
2017-03-14,91.7300033569336,92.47000122070312,91.33000183105469,91.8499984741211,76.66659545898438,588200,PKG
2017-03-15,91.91999816894531,93.44000244140625,91.87000274658203,92.9000015258789,77.54300689697266,827400,PKG
2017-03-16,93.36000061035156,93.38999938964844,92.12999725341797,92.41000366210938,77.13402557373047,686200,PKG
2017-03-17,92.4800033569336,92.9000015258789,92.12999725341797,92.36000061035156,77.09227752685547,2332400,PKG
2017-03-20,92.7300033569336,94.55999755859375,92.05999755859375,94.41000366210938,78.80339813232422,755100,PKG
2017-03-21,94.55999755859375,95.0,90.97000122070312,91.54000091552734,76.40782928466797,686600,PKG
