fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,305258000,391297000,86039000,66769000,62919000,15840000,None,23016000,None,-39905000,37397000,39905000,1274000,-7495000,166781000,3430000,23982000,377000,39905000,25145000,28040000,63887000,67317000,23605000
2022-06-30,USD,289261000,369167000,79906000,60405000,50736000,16585000,None,24628000,None,-36832000,3001000,36832000,1419000,3001000,167584000,3016000,5396000,312000,36832000,5364000,6624000,42228000,45244000,5084000
2022-03-31,USD,280799000,357266000,76467000,58484000,47890000,14908000,None,22695000,None,-35916000,32944000,35916000,1085000,-2440000,163622000,3075000,14048000,343000,27533000,14603000,20771000,49964000,53039000,13705000
2021-12-31,USD,264257000,348208000,83951000,57670000,123941000,22168000,None,35485000,None,-36418000,2254000,36418000,1202000,2254000,163755000,4713000,117617000,156000,27699000,126144000,119800000,154035000,158748000,117461000
2021-09-30,USD,252383000,329770000,77387000,57708000,33170000,15810000,None,23316000,None,-36289000,8238000,36289000,1071000,8238000,152636000,3269000,18260000,529000,36289000,19040000,19433000,54549000,57818000,17731000
2021-06-30,USD,242284000,311348000,69064000,51335000,35787000,15127000,None,22102000,None,-35404000,2536000,35404000,2232000,2536000,146169000,2602000,11855000,135000,35404000,12535000,12033000,47259000,49861000,11720000
2021-03-31,USD,234723000,301441000,66718000,51381000,75070000,12736000,None,19772000,None,-78156000,2057000,78156000,-40335000,2057000,144088000,2601000,3723000,619000,111520000,3274000,3634000,81879000,84480000,3104000
2020-12-31,USD,230073000,302384000,72311000,50359000,88257000,19878000,None,28105000,None,-62524000,34388000,62524000,-23481000,-1030000,146135000,2074000,27200000,668000,78861000,28551000,27882000,89724000,91798000,26532000
2020-09-30,USD,240814000,310044000,69230000,53385000,30115000,11958000,None,21388000,None,-62268000,57145000,62268000,1199000,2183000,151949000,3887000,-25071000,187000,62268000,-27217000,-23812000,37197000,41084000,-25258000
2020-06-30,USD,294258000,307256000,12998000,48717000,91777000,10971000,None,19098000,None,-38597000,2421000,38597000,1274000,2421000,155056000,2027000,59297000,1526000,38597000,62096000,58701000,97894000,99921000,57771000
2020-03-31,USD,302296000,321481000,19185000,49483000,38954000,14978000,None,21969000,None,-39317000,2700000,39317000,1400000,2700000,155476000,2025000,5385000,164000,30135000,5540000,2799000,44702000,46727000,5221000
2019-12-31,USD,302745000,304818000,22744000,47245000,44782000,21031000,None,25544000,None,-60435000,2406000,60435000,2073000,2406000,143464000,1713000,97641000,2000,52674000,302745000,96213000,158076000,159789000,97639000
2019-09-30,USD,281578000,295394000,13816000,46869000,58856000,12197000,None,16567000,None,-42523000,1875000,42523000,6386000,1875000,127391000,1619000,28703000,1499000,42523000,29422000,26020000,71226000,72845000,27204000
2019-06-30,USD,267292000,281308000,14016000,204668000,64925000,12338000,None,16751000,None,-34417000,1310000,34417000,2800000,1310000,117934000,1678000,35744000,125000,34417000,38318000,30754000,70161000,71839000,35619000
2019-03-31,USD,256550000,270673000,14123000,198410000,52494000,12467000,None,19769000,None,-33542000,9813000,33542000,2751000,9813000,112468000,1656000,26715000,2212000,24809000,26602000,21600000,60257000,61913000,24503000
2018-12-31,USD,264732000,267667000,-106858000,42949000,126215000,17655000,None,23223000,None,-38226000,None,38226000,264732000,1660000,106469000,1616000,82209000,70000,30071000,264732000,81873000,120435000,122051000,82139000
2018-09-30,USD,208476000,266144000,57668000,44090000,55011000,11896000,None,16892000,None,-34401000,None,34401000,263256000,1188000,107881000,1682000,18768000,158000,34401000,20258000,20216000,53169000,54851000,18610000
2018-06-30,USD,197177000,259743000,62566000,48509000,55179000,12373000,None,16882000,None,-31598000,None,31598000,236074000,1128000,106520000,1684000,20834000,233000,31598000,22444000,20470000,52432000,54116000,20601000
2018-03-31,USD,192380000,253305000,60925000,47475000,118313000,11759000,None,15459000,None,-29943000,None,29943000,231038000,2759000,108136000,1691000,81983000,227000,21597000,18925000,83161000,111926000,113617000,81756000
2017-12-31,USD,500232000,252880000,498856000,48964000,90691000,17790000,None,452942000,None,-52811000,-18600000,34211000,250116000,548000,109401000,1648000,68179000,-1065000,45051000,34355000,70730000,102390000,104038000,69244000
