fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,226332000,2104038000,1877706000,931249000,386432000,918757000,None,995390000,None,-132400000,112007000,132400000,2236438000,None,99473000,306040000,304709000,14255000,132400000,300166000,57131000,386432000,743149000,290454000
2022-06-30,USD,-626958000,2031595000,2658553000,962299000,-529858000,863179000,None,1848465000,None,-97100000,2956000,97100000,2128695000,16771000,100210000,327366000,-620223000,52776000,97100000,-665051000,-796972000,-529858000,-195757000,-672999000
2022-03-31,USD,-42360000,2066954000,2109314000,957158000,375947000,823149000,None,1152156000,None,-89300000,1711000,89300000,2156254000,19190000,99665000,329007000,296951000,52218000,89300000,249636000,231710000,375947000,715258000,244733000
2021-12-31,USD,-9200000,2106681000,9200000,967997000,320976000,905008000,None,9200000,None,-87300000,3311000,87300000,2193981000,21403000,104112000,339494000,245887000,37434000,87300000,-18400000,217144000,320976000,672681000,208453000
2021-09-30,USD,317783000,2120037000,1802254000,944172000,400083000,858082000,None,858082000,None,-82300000,6320000,82300000,2202337000,37684000,98656000,319906000,346853000,50117000,82300000,305463000,226478000,400083000,749059000,296736000
2021-06-30,USD,283558000,2058437000,1774879000,936310000,362558000,838569000,None,838569000,None,-79000000,5455000,79000000,2137437000,45619000,97202000,324841000,324398000,60808000,79000000,266813000,303256000,362558000,728239000,263590000
2021-03-31,USD,-135142000,1908807000,2043949000,925246000,275259000,789502000,None,1118703000,None,-81200000,76966000,81200000,1990007000,26967000,96372000,329201000,217356000,20675000,81200000,198410000,186581000,275259000,627757000,196681000
2020-12-31,USD,1823893000,1930193000,106300000,922195000,251981000,756016000,None,106300000,None,-84100000,8275000,84100000,1930193000,35891000,91791000,329846000,200623000,17980000,84100000,251981000,344330000,251981000,614569000,182643000
2020-09-30,USD,208319000,1835715000,1627396000,900921000,290419000,726475000,None,726475000,None,-82100000,52117000,82100000,1917815000,65621000,93509000,313390000,263805000,42834000,82100000,230230000,328213000,290419000,659295000,220971000
2020-06-30,USD,26474000,1590852000,1564378000,893740000,107574000,670638000,None,670638000,None,-81100000,2787000,81100000,1671952000,15561000,88656000,314019000,38167000,836000,81100000,39444000,117965000,107574000,433286000,37331000
2020-03-31,USD,-151366000,1822498000,1973864000,933871000,243979000,725748000,None,1039993000,None,-81100000,2506000,81100000,1903598000,14775000,83573000,314245000,159077000,15502000,81100000,150608000,-85634000,243979000,554422000,143575000
2019-12-31,USD,1852460000,1987760000,135300000,1038578000,196162000,753021000,None,135300000,None,-80200000,11071000,80200000,1987760000,24612000,79157000,321680000,125195000,22425000,80200000,196162000,220267000,196162000,527075000,102770000
2019-09-30,USD,61337000,993241000,931904000,427720000,174037000,504184000,None,504184000,None,-96000000,11232000,96000000,1089241000,11232000,49283000,134462000,78421000,-16623000,112700000,105731000,6883000,174037000,308883000,95044000
2019-06-30,USD,156226000,869652000,713426000,302276000,221726000,411150000,None,411150000,None,-65500000,6176000,65500000,935152000,6176000,41605000,103518000,152705000,32247000,65500000,130039000,93160000,221726000,321723000,120458000
2019-03-31,USD,36617000,827639000,791022000,305230000,199492000,378317000,None,485792000,None,-55400000,52466000,55400000,883039000,2934000,41155000,107475000,136481000,24140000,55400000,119205000,109908000,199492000,299356000,112341000
2018-12-31,USD,858855000,880555000,21700000,313071000,166986000,400498000,None,21700000,None,-55500000,None,55500000,880555000,3323000,39394000,128246000,106262000,31047000,55500000,166986000,35585000,166986000,290008000,75215000
2018-09-30,USD,177162000,811670000,634508000,265013000,223162000,369495000,None,369495000,None,-46000000,None,46000000,857670000,3134000,36646000,100857000,170281000,-6089000,46000000,186029000,149455000,223162000,317138000,176370000
2018-06-30,USD,142637000,785064000,642427000,264544000,190737000,377883000,None,377883000,None,-48100000,None,48100000,833164000,2568000,35170000,102100000,136925000,27856000,48100000,117729000,42402000,190737000,287125000,109069000
2018-03-31,USD,58132000,794977000,736845000,252386000,156170000,386421000,None,484459000,None,-45500000,None,45500000,794977000,11694000,33918000,98038000,116072000,24673000,45500000,97586000,99425000,156170000,259610000,91399000
2017-12-31,USD,1029153000,1054253000,25100000,509068000,149575000,395610000,None,25100000,None,-44000000,None,44000000,1054253000,2876000,32405000,101018000,99682000,-142280000,44000000,149575000,261326000,149575000,244700000,241962000
