fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,2298000000,5177000000,2879000000,2717000000,931000000,162000000,None,874000000,None,-399000000,204000000,399000000,4890000000,21000000,None,551000000,710000000,134000000,None,595000000,805000000,931000000,862000000,576000000
2022-06-30,USD,2316000000,5151000000,2835000000,2683000000,1006000000,152000000,None,815000000,None,-355000000,173000000,355000000,4992000000,23000000,None,543000000,819000000,184000000,None,653000000,717000000,1006000000,1007000000,635000000
2022-03-31,USD,2243000000,4293000000,2050000000,1894000000,1024000000,156000000,None,741000000,None,-333000000,146000000,333000000,4089000000,19000000,None,538000000,861000000,194000000,None,684000000,404000000,1024000000,1066000000,667000000
2021-12-31,USD,322000000,4425000000,4103000000,1989000000,950000000,165000000,None,823000000,None,-370000000,171000000,370000000,3645000000,18000000,None,540000000,758000000,121000000,None,654000000,868000000,950000000,928000000,637000000
2021-09-30,USD,2091000000,3824000000,1733000000,1559000000,844000000,174000000,None,788000000,None,-368000000,199000000,368000000,3615000000,21000000,None,526000000,629000000,134000000,None,511000000,462000000,844000000,1155000000,495000000
2021-06-30,USD,2054000000,3150000000,1096000000,936000000,-764000000,160000000,None,742000000,None,-377000000,220000000,377000000,2906000000,20000000,None,528000000,-994000000,-237000000,None,-740000000,-879000000,-764000000,-466000000,-757000000
2021-03-31,USD,3046000000,5211000000,2165000000,2009000000,1886000000,156000000,None,670000000,None,-377000000,311000000,377000000,5701000000,223000000,None,541000000,1760000000,351000000,None,1425000000,1329000000,1886000000,2301000000,1409000000
2020-12-31,USD,1790000000,3115000000,1325000000,786000000,980000000,187000000,None,793000000,None,-381000000,163000000,436000000,2766000000,24000000,None,528000000,784000000,177000000,None,623000000,455000000,980000000,1312000000,607000000
2020-09-30,USD,2111000000,2919000000,808000000,655000000,819000000,153000000,None,796000000,None,-383000000,189000000,383000000,2515000000,14000000,None,539000000,595000000,140000000,None,472000000,399000000,819000000,1134000000,455000000
2020-06-30,USD,1964000000,2560000000,596000000,441000000,-282000000,155000000,None,761000000,None,-395000000,219000000,395000000,2154000000,16000000,None,532000000,-533000000,104000000,None,-624000000,-774000000,-282000000,-1000000,-637000000
2020-03-31,USD,2290000000,3106000000,816000000,663000000,43000000,153000000,None,773000000,None,-436000000,244000000,436000000,2686000000,2000000,None,None,-246000000,60000000,None,-291000000,-35000000,43000000,190000000,-306000000
2019-12-31,USD,2206000000,3352000000,1146000000,776000000,1931000000,134000000,None,813000000,None,-442000000,867000000,442000000,3013000000,40000000,None,236000000,1065000000,455000000,None,627000000,661000000,1931000000,2167000000,610000000
2019-09-30,USD,2277000000,3214000000,937000000,762000000,951000000,154000000,None,822000000,None,-447000000,274000000,447000000,2953000000,12000000,None,21000000,657000000,151000000,None,517000000,570000000,951000000,972000000,506000000
2019-06-30,USD,2270000000,3214000000,944000000,777000000,973000000,148000000,None,794000000,None,-452000000,291000000,452000000,2971000000,13000000,None,19000000,666000000,148000000,None,528000000,578000000,973000000,992000000,518000000
2019-03-31,USD,2306000000,3429000000,1123000000,948000000,1018000000,154000000,None,752000000,None,-460000000,None,460000000,3172000000,10000000,None,21000000,728000000,172000000,None,567000000,378000000,1018000000,1039000000,556000000
2018-12-31,USD,2235000000,3781000000,1546000000,1199000000,1058000000,110000000,None,750000000,None,-461000000,None,461000000,3387000000,17000000,None,237000000,767000000,273000000,None,502000000,659000000,1058000000,1295000000,494000000
2018-09-30,USD,2207000000,3517000000,1310000000,1135000000,1515000000,154000000,None,800000000,None,-473000000,None,473000000,3353000000,20000000,None,21000000,928000000,196000000,None,1005000000,927000000,1515000000,1536000000,732000000
2018-06-30,USD,1519000000,3428000000,1909000000,1068000000,272000000,164000000,None,781000000,None,-516000000,None,516000000,3317000000,34000000,None,24000000,-187000000,-46000000,None,-130000000,-164000000,272000000,296000000,-141000000
2018-03-31,USD,2194000000,3418000000,1224000000,1019000000,949000000,173000000,None,792000000,None,-467000000,None,467000000,3418000000,36000000,None,32000000,688000000,164000000,None,542000000,507000000,949000000,981000000,524000000
2017-12-31,USD,2076000000,3632000000,1556000000,1207000000,808000000,175000000,None,1011000000,None,-445000000,None,445000000,None,26000000,None,236000000,310000000,1316000000,None,-992000000,-1078000000,808000000,1044000000,-1006000000
