fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,1431000000,1831000000,400000000,400000000,91000000,884000000,456000000,1340000000,None,-8000000,8000000,8000000,1831000000,19000000,66000000,20000000,102000000,22000000,8000000,80000000,8000000,110000000,130000000,80000000
2022-06-30,USD,1363000000,1752000000,389000000,389000000,22000000,897000000,444000000,1341000000,None,-6000000,12000000,6000000,1752000000,13000000,61000000,20000000,29000000,9000000,6000000,20000000,-64000000,35000000,55000000,20000000
2022-03-31,USD,1353000000,1722000000,369000000,369000000,87000000,852000000,414000000,1266000000,None,-6000000,6000000,6000000,1722000000,4000000,58000000,103000000,85000000,10000000,6000000,75000000,25000000,91000000,194000000,75000000
2021-12-31,USD,1240000000,1614000000,374000000,374000000,35000000,813000000,392000000,1205000000,None,-7000000,7000000,7000000,1614000000,4000000,80000000,106000000,32000000,6000000,7000000,26000000,12000000,39000000,145000000,26000000
2021-09-30,USD,1162000000,1512000000,350000000,350000000,74000000,730000000,358000000,1088000000,None,-7000000,2000000,7000000,1512000000,1000000,83000000,20000000,68000000,5000000,7000000,63000000,41000000,75000000,95000000,63000000
2021-06-30,USD,1080000000,1409000000,329000000,329000000,51000000,696000000,333000000,1029000000,None,-7000000,2000000,7000000,1409000000,6000000,78000000,16000000,50000000,-9000000,7000000,59000000,73000000,57000000,73000000,59000000
2021-03-31,USD,1061000000,1360000000,299000000,299000000,97000000,650000000,314000000,964000000,None,-7000000,6000000,7000000,1360000000,9000000,71000000,83000000,99000000,17000000,7000000,82000000,44000000,106000000,189000000,82000000
2020-12-31,USD,971000000,1250000000,279000000,279104000,18000000,668999000,284000000,953000000,None,-7746000,254000,8000000,1245376000,3138000,65000000,71440000,14145000,-3000000,12700000,16648000,59000000,22145000,93585000,17145000
2020-09-30,USD,900000000,1152000000,252000000,251704000,69000000,562644000,268000000,831000000,None,-8000000,3057000,8000000,1151972000,-35919000,58000000,10000000,25858000,13000000,8000000,12858000,35000000,33858000,43858000,12858000
2020-06-30,USD,838000000,1071000000,233000000,232939000,63000000,530556000,245000000,775000000,None,-8488000,-488000,8000000,1070842000,8252000,51000000,15000000,62000000,21000000,8488000,40766000,86000000,70000000,85000000,41000000
2020-03-31,USD,823000000,1046000000,223000000,223366000,49000000,546982000,227000000,774000000,None,-8570000,430000,9000000,1046340000,7597000,51000000,59781000,48000000,0,8570000,48231000,8000000,57000000,116781000,48000000
2019-12-31,USD,740529000,951337000,210808000,211453000,28389000,509481000,202959000,712140000,None,-8475000,-475000,8000000,951774000,14149000,49000000,56288000,34001000,-565025000,8475000,598724000,604360000,42001000,98289000,599026000
2019-09-30,USD,685040000,885833000,200793000,200793000,56324000,438617000,190099000,628716000,None,-8371000,-371000,8000000,885833000,12817000,42000000,9000000,60770000,20172000,8371000,40570000,46687000,68770000,77770000,40598000
2019-06-30,USD,635757000,833904000,198147000,198147000,-27000000,479337000,183420000,662757000,None,-8269000,14427000,8269000,833904000,18954000,40000000,8000000,-16315000,-5236000,8269000,-11115000,-7860000,-8046000,-46000,-11079000
2019-03-31,USD,602674000,788926000,186252000,186252000,-15713000,445865000,172522000,618387000,None,-8168000,4215000,8168000,788926000,12425000,37100000,46557000,-11456000,-9911000,8168000,-1545000,12813000,-3288000,43269000,-1545000
2018-12-31,USD,547279000,715441000,168162000,168162000,278000,398339000,148662000,547001000,None,-8938000,None,8938000,715441000,11700000,34700000,42991000,1955000,-5060000,8938000,7015000,4398000,10893000,53884000,7015000
2018-09-30,USD,515239000,673097000,157858000,157858000,9568000,370016000,135655000,505671000,None,-11233000,None,11233000,673097000,8895000,31500000,6400000,7230000,-1175000,11233000,8405000,10982000,18463000,24863000,8405000
2018-06-30,USD,477891000,631056000,153165000,153165000,-31989000,381964000,127916000,509880000,None,-15498000,None,15498000,631056000,8621000,29200000,6100000,-40846000,11900000,15498000,-52746000,-43771000,-25348000,-19248000,-52746000
2018-03-31,USD,445749000,589222000,143473000,143473000,-20283000,348764000,117268000,466032000,None,-17064000,None,17064000,589222000,26919000,27700000,36119000,-7360000,-17982000,17064000,10622000,-881000,9704000,45823000,10622000
2017-12-31,USD,414929000,546370000,134164000,134360000,-900000,320583000,104559000,415829000,None,-16813000,None,16813000,549093000,5199000,26300000,40411000,-13152000,4194000,16813000,-27807000,-16532000,3661000,44072000,-17346000
