fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,2073000000,2306000000,233000000,83000000,599000000,144000000,None,1707000000,None,-120000000,6000000,126000000,2306000000,58000000,None,18000000,530000000,78000000,126000000,453000000,452000000,599000000,674000000,452000000
2022-06-30,USD,1524000000,1726000000,202000000,67000000,309000000,129000000,None,1417000000,None,-120000000,6000000,126000000,1726000000,62000000,None,6000000,243000000,36000000,126000000,209000000,207000000,309000000,375000000,207000000
2022-03-31,USD,1623000000,1879000000,256000000,79000000,331000000,142000000,None,1548000000,None,-98000000,6000000,104000000,1879000000,60000000,None,22000000,286000000,34000000,104000000,253000000,253000000,331000000,412000000,252000000
2021-12-31,USD,159000000,1545000000,1386000000,1208000000,197000000,142000000,None,1348000000,None,-87000000,6000000,93000000,1545000000,51000000,None,21000000,154000000,29000000,93000000,126000000,138000000,197000000,268000000,125000000
2021-09-30,USD,1587000000,1811000000,224000000,81000000,534000000,142000000,None,1277000000,None,-87000000,7000000,94000000,1811000000,56000000,None,17000000,495000000,70000000,94000000,426000000,426000000,534000000,606000000,425000000
2021-06-30,USD,1282000000,1472000000,190000000,62000000,286000000,122000000,None,1186000000,None,-90000000,6000000,96000000,1472000000,49000000,None,321000000,238000000,31000000,96000000,208000000,206000000,286000000,655000000,207000000
2021-03-31,USD,1357000000,1566000000,209000000,70000000,316000000,128000000,None,1250000000,None,-94000000,6000000,100000000,1566000000,46000000,None,295000000,260000000,27000000,100000000,235000000,234000000,316000000,655000000,233000000
2020-12-31,USD,-44000000,1328000000,1275000000,1131000000,211000000,132000000,None,1117000000,None,-102000000,6000000,108000000,1328000000,34000000,None,0,136000000,21000000,108000000,116000000,129000000,211000000,244000000,115000000
2020-09-30,USD,1323000000,1628000000,203000000,71000000,494000000,128000000,None,1134000000,None,-103000000,7000000,110000000,1628000000,48000000,None,23000000,430000000,63000000,110000000,369000000,368000000,494000000,563000000,367000000
2020-06-30,USD,1119000000,1398000000,185000000,62000000,354000000,119000000,None,1044000000,None,-102000000,6000000,108000000,1398000000,48000000,None,22000000,293000000,50000000,108000000,244000000,243000000,354000000,423000000,243000000
2020-03-31,USD,1134000000,1440000000,222000000,65000000,241000000,125000000,None,1199000000,None,-87000000,6000000,93000000,1440000000,21000000,None,23000000,167000000,21000000,93000000,148000000,147000000,241000000,283000000,146000000
2019-12-31,USD,1316000000,1335000000,548000000,431000000,179000000,106000000,None,1137000000,None,-85000000,6000000,91000000,1316000000,31000000,None,23000000,119000000,24000000,91000000,179000000,98000000,179000000,233000000,95000000
2019-09-30,USD,1033000000,1640000000,607000000,471000000,520000000,131000000,None,1139000000,None,-90000000,6000000,96000000,1659000000,34000000,None,23000000,456000000,92000000,96000000,366000000,364000000,520000000,575000000,364000000
2019-06-30,USD,844000000,1379000000,535000000,414000000,280000000,118000000,None,1099000000,None,-91000000,6000000,97000000,1379000000,36000000,None,10000000,218000000,39000000,97000000,180000000,179000000,280000000,325000000,179000000
2019-03-31,USD,943000000,1556000000,613000000,478000000,288000000,126000000,None,1268000000,None,-91000000,6000000,97000000,1556000000,29000000,None,23000000,218000000,27000000,97000000,193000000,192000000,288000000,338000000,191000000
2018-12-31,USD,1419000000,1419000000,610000000,481000000,166000000,118000000,None,1253000000,None,-92000000,7000000,99000000,1419000000,18000000,None,263000000,85000000,16000000,99000000,166000000,63000000,166000000,446000000,69000000
2018-09-30,USD,1060000000,1724000000,664000000,535000000,533000000,127000000,None,1191000000,None,-95000000,6000000,101000000,1724000000,32000000,None,259000000,462000000,105000000,101000000,359000000,359000000,533000000,822000000,357000000
2018-06-30,USD,939000000,1563000000,624000000,498000000,385000000,122000000,None,1178000000,None,-93000000,7000000,100000000,1563000000,29000000,None,257000000,313000000,74000000,100000000,240000000,237000000,385000000,670000000,239000000
2018-03-31,USD,639000000,1585000000,946000000,812000000,273000000,125000000,None,1312000000,None,-95000000,6000000,101000000,1585000000,23000000,None,254000000,193000000,42000000,101000000,153000000,152000000,273000000,548000000,151000000
2017-12-31,USD,1402000000,1399000000,815000000,681000000,212000000,124000000,None,1187000000,None,-90000000,6000000,96000000,1399000000,25000000,None,228000000,140000000,200000000,96000000,-65000000,-57000000,236000000,464000000,-60000000
