fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,498031000,675584000,177553000,65540000,242987000,65843000,None,167518000,-84103000,-4955000,2858000,4955000,62782000,-39756000,68300000,100400000,102892000,2883000,4955000,99762000,112588000,242987000,208247000,100009000
2022-06-30,USD,485994000,652006000,166012000,54497000,230978000,63274000,None,167007000,-82798000,-4922000,1517000,4922000,28673000,-66141000,68500000,102000000,65953000,-3563000,4922000,69151000,34407000,230978000,172875000,69516000
2022-03-31,USD,466842000,619770000,152928000,45773000,216779000,62124000,None,163314000,-79750000,-4881000,2502000,4881000,169982000,108161000,68100000,100600000,229100000,40477000,4881000,188306000,359568000,216779000,334581000,188623000
2021-12-31,USD,455336000,595262000,139802000,42921000,197376000,63483000,None,211737000,-81756000,-5517000,1324000,5517000,8116000,-24894000,65800000,112183000,48348000,-554000,29563000,197376000,67107000,197376000,166048000,48902000
2021-09-30,USD,449282000,589305000,140023000,41357000,211776000,51000000,None,152430000,-88254000,-4934000,945000,4934000,8813000,-69804000,66200000,100300000,36964000,-10834000,4934000,47798000,6281000,211776000,142198000,47798000
2021-06-30,USD,439769000,575528000,135759000,40409000,199764000,53945000,None,158409000,-89997000,-4865000,547000,4865000,125033000,108849000,73200000,103200000,199919000,47250000,4865000,152669000,222103000,199764000,307984000,152669000
2021-03-31,USD,418965000,548739000,129774000,34406000,173579000,51601000,None,162728000,-89463000,-4891000,632000,4891000,-53267000,-88436000,71500000,109800000,-32667000,-20922000,15543000,-11745000,-12592000,173579000,82024000,-11745000
2020-12-31,USD,407916000,535905000,127991000,34333000,165100000,47411000,None,200646000,-85904000,-5582000,641000,5582000,124142000,77985000,72000000,109685000,140128000,34347000,3957000,165100000,171812000,165100000,255395000,105781000
2020-09-30,USD,401421000,522940000,121519000,28797000,160337000,48152000,None,157539000,-89035000,-4883000,756000,4883000,10775000,-42262000,71800000,108200000,13127000,-9441000,4883000,22676000,16833000,160337000,126210000,22568000
2020-06-30,USD,395724000,507226000,111502000,19904000,157054000,49088000,None,157227000,-94988000,-5188000,699000,5188000,4423000,-31588000,71300000,107400000,22648000,-165000,5188000,23118000,1783000,157054000,135236000,22813000
2020-03-31,USD,401553000,517067000,115514000,19715000,151203000,49617000,None,163016000,-94966000,-5139000,885000,5139000,-205421000,-226299000,71800000,110700000,-193596000,-66538000,5139000,-127933000,-403956000,151203000,-77757000,-127058000
2019-12-31,USD,392400000,513659000,121258000,26474000,153920000,43962000,None,197547000,-96547000,-7948000,808000,7948000,71337000,35349000,71500000,109175000,84142000,16792000,8183000,153920000,118904000,153920000,201265000,67350000
2019-09-30,USD,384038000,507547000,123509000,30516000,153847000,42272000,None,145772000,-95256000,-5157000,1311000,5157000,38975000,-33551000,71400000,103500000,18677000,-3002000,5157000,21766000,-44179000,153847000,127334000,21679000
2019-06-30,USD,375699000,500147000,124448000,30988000,136452000,55524000,None,157524000,-95866000,-5116000,1581000,5116000,41144000,12762000,69500000,102000000,47581000,15608000,5116000,31973000,8814000,136452000,154697000,31973000
2019-03-31,USD,369478000,493292000,123815000,31101000,139269000,50959000,None,152759000,-96867000,-5061000,102569000,5061000,39010000,-508000,69200000,101800000,36196000,10207000,5061000,25989000,6133000,139269000,143057000,25989000
2018-12-31,USD,361547000,483849000,122302000,28806000,150321000,35625000,None,164176000,-96180000,-5924000,None,5924000,468785000,24551000,68600000,100900000,73030000,15878000,5924000,150321000,73765000,150321000,179854000,57152000
2018-09-30,USD,350480000,467221000,116741000,24447000,138006000,34908000,None,135008000,-93711000,-4980000,None,4980000,409360000,-24518000,67500000,100100000,14165000,-1979000,4980000,16144000,-11454000,138006000,119245000,16144000
2018-06-30,USD,341909000,456322000,114414000,20726000,125870000,35943000,None,137243000,-91968000,-4897000,None,4897000,340984000,-90210000,68100000,101300000,-75641000,-18249000,4897000,-57391000,-179201000,125870000,30556000,-57392000
2018-03-31,USD,342965000,458303000,115337000,22520000,129969000,36049000,None,136349000,-87628000,-5388000,None,5388000,431520000,4553000,65000000,100300000,40129000,8582000,6033000,31545000,31896000,129969000,145817000,31547000
2017-12-31,USD,328543000,443073000,114529000,114529000,119081000,30520000,None,166596000,-83645000,-6437000,None,6437000,393681000,-18636000,65200000,97300000,10730000,3070000,6437000,119081000,-29350000,119081000,114467000,7660000
