fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,846000000,1899000000,1053000000,None,572000000,250000000,None,274000000,None,1404000000,1589000000,185000000,498000000,None,11000000,148000000,740000000,146000000,185000000,597000000,-584000000,925000000,1073000000,594000000
2022-06-30,USD,746000000,1764000000,1018000000,None,468000000,254000000,None,278000000,None,1261000000,1331000000,70000000,485000000,None,11000000,95000000,659000000,120000000,70000000,541000000,-245000000,729000000,824000000,539000000
2022-03-31,USD,642000000,1702000000,1060000000,None,261000000,269000000,None,381000000,None,1146000000,1195000000,49000000,499000000,None,14000000,112000000,565000000,105000000,49000000,462000000,-625000000,614000000,726000000,460000000
2021-12-31,USD,637000000,1794000000,1157000000,None,13000000,532000000,None,624000000,None,1132000000,1182000000,50000000,515000000,None,17000000,92000000,489000000,88000000,50000000,402000000,297000000,539000000,631000000,401000000
2021-09-30,USD,645000000,1872000000,1227000000,None,163000000,450000000,None,482000000,None,1160000000,1205000000,45000000,535000000,None,19000000,25000000,467000000,90000000,45000000,378000000,271000000,512000000,537000000,377000000
2021-06-30,USD,-119000000,1164000000,1283000000,None,-432000000,297000000,None,313000000,None,838000000,935000000,97000000,444000000,None,5000000,203000000,-1000000,14000000,97000000,-15000000,22000000,96000000,299000000,-15000000
2021-03-31,USD,756000000,1489000000,733000000,None,497000000,188000000,None,259000000,None,972000000,869000000,-103000000,395000000,None,0,71000000,634000000,102000000,-103000000,532000000,284000000,531000000,602000000,532000000
2020-12-31,USD,336000000,1195000000,859000000,None,-36000000,263000000,None,372000000,None,825000000,878000000,53000000,409000000,None,0,109000000,375000000,59000000,46000000,316000000,251000000,428000000,537000000,316000000
2020-09-30,USD,242000000,1131000000,889000000,None,73000000,159000000,None,169000000,None,817000000,892000000,75000000,430000000,None,0,80000000,358000000,55000000,75000000,303000000,270000000,433000000,513000000,303000000
2020-06-30,USD,-78000000,924000000,1002000000,None,-233000000,145000000,None,155000000,None,792000000,902000000,110000000,391000000,None,1000000,59000000,181000000,31000000,110000000,150000000,213000000,291000000,350000000,150000000
2020-03-31,USD,-322000000,771000000,1093000000,None,-586000000,145000000,None,264000000,None,790000000,975000000,185000000,361000000,None,None,119000000,58000000,10000000,185000000,48000000,531000000,243000000,362000000,48000000
2019-12-31,USD,293000000,1073000000,780000000,None,293000000,236000000,None,314000000,None,780000000,1011000000,231000000,372000000,None,None,78000000,372000000,55000000,231000000,317000000,236000000,603000000,681000000,317000000
2019-09-30,USD,418000000,1167000000,749000000,None,255000000,151000000,None,163000000,None,799000000,1052000000,253000000,389000000,None,None,104000000,439000000,67000000,253000000,372000000,470000000,692000000,796000000,372000000
2019-06-30,USD,403000000,1162000000,759000000,None,241000000,150000000,None,162000000,None,812000000,1068000000,256000000,374000000,None,None,73000000,427000000,63000000,256000000,364000000,546000000,683000000,756000000,364000000
2019-03-31,USD,386000000,1106000000,720000000,None,113000000,142000000,None,273000000,None,822000000,1070000000,248000000,319000000,None,None,131000000,421000000,63000000,248000000,358000000,512000000,669000000,800000000,358000000
2018-12-31,USD,331000000,1102000000,771000000,283000000,331000000,333000000,None,476000000,None,833000000,1056000000,223000000,329000000,None,None,143000000,391000000,57000000,223000000,334000000,334000000,614000000,757000000,334000000
2018-09-30,USD,415000000,1119000000,704000000,258000000,266000000,136000000,None,149000000,None,802000000,1007000000,205000000,342000000,None,None,122000000,440000000,62000000,205000000,378000000,317000000,645000000,767000000,378000000
2018-06-30,USD,363000000,1071000000,708000000,244000000,-183000000,533000000,None,546000000,None,784000000,972000000,188000000,336000000,None,None,123000000,412000000,57000000,188000000,355000000,303000000,600000000,723000000,355000000
2018-03-31,USD,324000000,1023000000,699000000,210000000,-290000000,509000000,None,614000000,None,770000000,914000000,144000000,314000000,None,None,105000000,385000000,59000000,144000000,326000000,178000000,529000000,634000000,326000000
2017-12-31,USD,347000000,1045000000,698000000,188943000,347000000,584073000,None,690010000,None,770000000,894000000,124000000,340000000,None,None,106000000,412000000,-20000000,124000000,432000000,432000000,536000000,642000000,432000000
