fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2022-09-30,USD,772750000,2128502000,1834820000,1385541000,370411000,402339000,None,449279000,None,-29789000,1244000,29789000,2158291000,11167000,36889000,39625000,353033000,67007000,29789000,286026000,169329000,382822000,422447000,286026000
2022-06-30,USD,781283000,2131726000,1844892000,1377432000,356850000,424433000,None,467460000,None,-26989000,949000,26989000,2158715000,4546000,36573000,38718000,335356000,45738000,26989000,289618000,210442000,362345000,401063000,289618000
2022-03-31,USD,743194000,2019434000,1801898000,1308707000,299351000,443843000,None,494376000,None,-26552000,775000,26552000,2045986000,2129000,37812000,41191000,275703000,49550000,26552000,226153000,211384000,302255000,343446000,226153000
2021-12-31,USD,721487000,1967577000,1743463000,1267748000,282802000,438685000,None,440991000,None,-26402000,25049000,26402000,1989235000,-3378000,36157000,35730000,460713000,97928000,26402000,362785000,370798000,487115000,522845000,362785000
2021-09-30,USD,754579000,1991836000,1717031000,1263690000,342026000,412553000,None,453341000,None,-26433000,1466000,26433000,2018269000,10460000,36913000,35998000,327519000,63763000,26433000,263756000,239750000,353952000,389950000,263756000
2021-06-30,USD,772172000,2005015000,1732456000,1259504000,344130000,428042000,None,472952000,None,-26661000,942000,26661000,2031676000,4933000,36045000,35474000,323344000,58836000,26661000,264508000,287179000,350005000,385479000,264508000
2021-03-31,USD,721548000,1840966000,1597510000,1146353000,312550000,408998000,None,450072000,None,-26823000,26143000,26823000,1867901000,2843000,38194000,35612000,289250000,56481000,26823000,232769000,225293000,316073000,351685000,232769000
2020-12-31,USD,651449000,1780390000,1577527360,1128941000,245929000,405520000,None,614219360,None,-28234000,700000,28234000,1780390000,2013000,37992000,35215000,220408000,38302000,28234000,106487000,261567000,248642000,283857000,182106000
2020-09-30,USD,658729000,1719975000,1513491000,1089527000,276898000,381831000,None,424521000,None,-27724000,26764000,27724000,1747699000,1420000,34096000,35393000,250997000,50697000,27724000,227621000,231214000,278721000,314114000,200300000
2020-06-30,USD,551598000,1469683000,1360839000,947577000,184858000,366740000,None,414043000,None,-28711000,728000,28711000,1498394000,735000,33365000,34238000,156829000,32063000,28711000,153530000,172715000,185540000,219778000,124766000
2020-03-31,USD,612243000,1631519000,1475878000,1043696000,225302000,386941000,None,422739000,None,-27268000,1183000,27268000,1662490000,7732000,34555000,34197000,213500000,37221000,27268000,176279000,80727000,240768000,274965000,176279000
2019-12-31,USD,651315000,1775589000,1124274000,1124274000,248092000,403223000,None,598942000,None,-30846000,1428000,30846000,1775589000,1891000,35976000,34017000,197022000,28900000,7303000,168122000,209286000,227868000,261885000,168122000
2019-09-30,USD,673488000,1825345000,1151857000,1151857000,282713000,390775000,None,428753000,None,-31410000,1263000,31410000,1825345000,5364000,32145000,34642000,257930000,51924000,31410000,206006000,156929000,289340000,323982000,206006000
2019-06-30,USD,672593000,1810706000,1138113000,1138113000,275959000,396634000,None,437110000,None,-31754000,945000,31754000,1810706000,4589000,33031000,34738000,249739000,51654000,31754000,198085000,180918000,281493000,316231000,198085000
2019-03-31,USD,623542000,1724757000,1101215000,1101215000,168130000,408466000,None,468559000,None,-31808000,890000,31808000,1724757000,1106000,32188000,35550000,73092000,-32613000,31808000,105705000,157855000,104900000,140450000,105705000
2018-12-31,USD,644972000,1808950000,1163978000,1163979000,218773000,426198000,None,630658000,None,-32015000,None,32015000,0,-2284000,41087000,35475000,381335000,239766000,32015000,157975000,91798000,413350000,448825000,141569000
2018-09-30,USD,646520000,1747403000,1100883000,1100883000,220075000,426445000,None,486222000,None,-31192000,None,31192000,0,2073000,32514000,35576000,121594000,-35711000,31192000,157305000,143759000,152786000,188362000,157305000
2018-06-30,USD,665236000,1798094000,1132858000,1132858000,236461000,428775000,None,473266000,None,-32125000,None,32125000,0,4538000,32947000,36356000,94978000,-44981000,32125000,166456000,78768000,127103000,163459000,139959000
2018-03-31,USD,602828000,1637671000,1034843000,1034842000,167803000,435026000,None,567742000,None,-35807000,-167000,35640000,0,30000,32164000,48890000,106593000,-24841000,35807000,109409000,187534000,142233000,191123000,131434000
2017-12-31,USD,649893000,1752530000,1102637000,1102637000,184759000,465134000,124986000,860566000,None,-36414000,-51000,36363000,111828000,844000,34295000,50104000,270907000,-25541000,36414000,289645000,293917000,307270000,357374000,296448000
